Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1409263352,8.50234113712,5.75518394649,NaN,NaN,NaN,0,0,0
1409263356,NaN,NaN,NaN,0,461.481481481,0,0,0
1409263651,6.042,7.53766666667,NaN,NaN,NaN,0,0,0
1409263652,NaN,NaN,NaN,0,430.714285714,0,0,0
1409263952,5.4926910299,6.4926910299,NaN,NaN,NaN,0,0,0
1409263953,NaN,NaN,NaN,0,399.642857143,0,0,0
1409264252,5.40869565217,5.66220735786,NaN,NaN,NaN,0,0,0
1409264255,NaN,NaN,NaN,0,365.714285714,0,0,0
1409264552,4.85315614618,7.23156146179,NaN,NaN,NaN,0,0,0
1409264556,NaN,NaN,NaN,0,366.428571429,0,0,0
1409264852,4.37190635452,7.64548494983,NaN,0,372.592592593,0,0,0
1409265148,NaN,NaN,NaN,0,439.642857143,0,0,0
1409265151,6.01366666667,7.52,NaN,NaN,NaN,0,0,0
1409265449,NaN,NaN,NaN,0,378.928571429,0,0,0
1409265451,4.02066666667,6.463,NaN,NaN,NaN,0,0,0
1409265750,NaN,NaN,NaN,0,372.142857143,0,0,0
1409265752,5.25714285714,5.41428571429,NaN,NaN,NaN,0,0,0
1409266051,NaN,NaN,NaN,0,371.071428571,0,0,0
1409266052,5.238,5.735,NaN,NaN,NaN,0,0,0
1409266351,4.6745819398,8.13745819398,NaN,NaN,NaN,0,0,0
1409266353,NaN,NaN,NaN,0,426.428571429,0,0,0
1409266651,7.03322259136,5.37906976744,NaN,NaN,NaN,0,0,0
1409266654,NaN,NaN,NaN,0,393.214285714,0,0,0
1409266951,7.32166666667,6.60066666667,NaN,NaN,NaN,0,0,0
1409266955,NaN,NaN,NaN,0,384.642857143,0,0,0
1409267251,5.163,6.66333333333,NaN,NaN,NaN,0,0,0
1409267256,NaN,NaN,NaN,0,468.571428571,0,0,0
1409267551,7.74633333333,11.029,NaN,NaN,NaN,0,0,0
1409267552,NaN,NaN,NaN,0,498.518518519,0,0,0
1409267848,NaN,NaN,NaN,0,553.928571429,0,0,0
1409267851,7.32341137124,8.09765886288,NaN,NaN,NaN,0,0,0
1409268149,NaN,NaN,NaN,0,490,0,0,0
1409268151,4.7903654485,6.86644518272,NaN,NaN,NaN,0,0,0
1409268451,9.42066666667,7.20766666667,NaN,0,323.928571429,0,0,0
1409268751,4.998,6.04333333333,NaN,NaN,NaN,0,0,0
1409268752,NaN,NaN,NaN,0,223.928571429,0,0,0
1409269051,4.91266666667,5.53933333333,NaN,NaN,NaN,0,0,0
1409269053,NaN,NaN,NaN,0,277.5,0,0,0
1409269351,5.21533333333,6.674,NaN,NaN,NaN,0,0,0
1409269354,NaN,NaN,NaN,0,211.785714286,0,0,0
1409269651,4.167,5.48833333333,NaN,NaN,NaN,0,0,0
1409269654,NaN,NaN,NaN,0,206.071428571,0,0,0
1409269952,4.27375415282,6.73322259136,NaN,NaN,NaN,0,0,0
1409269955,NaN,NaN,NaN,0,205.357142857,0,0,0
1409270252,4.64333333333,5.86833333333,NaN,NaN,NaN,0,0,0
1409270256,NaN,NaN,NaN,0,273.214285714,0,0,0
1409270552,8.61906354515,5.02575250836,NaN,NaN,NaN,0,0,0
1409270553,NaN,NaN,NaN,0,234.814814815,0,0,0
1409270849,NaN,NaN,NaN,0,225.357142857,0,0,0
1409270852,4.10465116279,5.5,NaN,NaN,NaN,0,0,0
1409271150,NaN,NaN,NaN,0,211.785714286,0,0,0
1409271152,4.74615384615,7.35451505017,NaN,NaN,NaN,0,0,0
1409271451,4.83033333333,6.411,NaN,0,249.285714286,0,0,0
1409271751,4.9342192691,5.53787375415,NaN,NaN,NaN,0,0,0
1409271752,NaN,NaN,NaN,0,248.928571429,0,0,0
1409272051,5.85166666667,8.28166666667,NaN,NaN,NaN,0,0,0
1409272053,NaN,NaN,NaN,0,252.142857143,0,0,0
1409272351,6.06989966555,6.6635451505,NaN,NaN,NaN,0,0,0
1409272354,NaN,NaN,NaN,0,312.142857143,0,0,0
1409272651,4.3926910299,6.59900332226,NaN,NaN,NaN,0,0,0
1409272655,NaN,NaN,NaN,0,337.5,0,0,0
1409272951,5.45633333333,6.37433333333,NaN,NaN,NaN,0,0,0
1409272956,NaN,NaN,NaN,0,375.714285714,0,0,0
1409273251,6.46,6.63133333333,NaN,NaN,NaN,0,0,0
1409273252,NaN,NaN,NaN,0,302.222222222,0,0,0
1409273548,NaN,NaN,NaN,0,231.785714286,0,0,0
1409273551,5.12433333333,5.89766666667,NaN,NaN,NaN,0,0,0
1409273850,NaN,NaN,NaN,0,222.142857143,0,0,0
1409273851,4.92633333333,6.22266666667,NaN,NaN,NaN,0,0,0
1409274151,4.58766666667,5.81866666667,NaN,0,267.857142857,0,0,0
1409274451,6.06866666667,6.03266666667,NaN,NaN,NaN,0,0,0
1409274452,NaN,NaN,NaN,0,210,0,0,0
1409274751,4.325,6.285,NaN,NaN,NaN,0,0,0
1409274753,NaN,NaN,NaN,0,216.785714286,0,0,0
1409275052,3.57873754153,5.98305647841,NaN,NaN,NaN,0,0,0
1409275054,NaN,NaN,NaN,0,232.142857143,0,0,0
1409275352,5.93344481605,6.73946488294,NaN,NaN,NaN,0,0,0
1409275355,NaN,NaN,NaN,0,268.571428571,0,0,0
1409275652,5.92325581395,6.6096345515,NaN,NaN,NaN,0,0,0
1409275656,NaN,NaN,NaN,0,216.428571429,0,0,0
1409275952,6.02474916388,6.03846153846,NaN,0,232.962962963,0,0,0
1409276248,NaN,NaN,NaN,0,231.428571429,0,0,0
1409276251,4.39066666667,6.70833333333,NaN,NaN,NaN,0,0,0
1409276549,NaN,NaN,NaN,0,273.214285714,0,0,0
1409276551,6.01933333333,6.55066666667,NaN,NaN,NaN,0,0,0
1409276851,5.50863787375,6.7780730897,NaN,0,207.142857143,0,0,0
1409277151,5.92666666667,8.95333333333,NaN,0,267.5,0,0,0
