Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1408831352,12.6765886288,4.82107023411,NaN,NaN,NaN,0,0,0
1408831353,NaN,NaN,NaN,0,512.222222222,0,0,0
1408831649,NaN,NaN,NaN,0,443.571428571,0,0,0
1408831651,4.791,8.14533333333,NaN,NaN,NaN,0,0,0
1408831951,6.47,9.18266666667,NaN,0,473.571428571,0,0,0
1408832251,6.00766666667,9.545,NaN,NaN,NaN,0,0,0
1408832252,NaN,NaN,NaN,0,414.642857143,0,0,0
1408832551,6.70766666667,7.404,NaN,NaN,NaN,0,0,0
1408832554,NaN,NaN,NaN,0,433.928571429,0,0,0
1408832851,9.28733333333,15.517,NaN,NaN,NaN,0,0,0
1408832855,NaN,NaN,NaN,0,570.357142857,0,0,0
1408833152,9.37740863787,8.13156146179,NaN,NaN,NaN,0,0,0
1408833156,NaN,NaN,NaN,0,800.714285714,0,0,0
1408833452,5.77859531773,8.9016722408,NaN,0,802.222222222,0,0,0
1408833748,NaN,NaN,NaN,0,743.928571429,0,0,0
1408833752,8.37408637874,6.65813953488,NaN,NaN,NaN,0,0,0
1408834050,NaN,NaN,NaN,0,640,0,0,0
1408834052,5.92140468227,7.27257525084,NaN,NaN,NaN,0,0,0
1408834351,4.98866666667,5.57766666667,NaN,0,583.571428571,0,0,0
1408834651,4.40666666667,7.62866666667,NaN,NaN,NaN,0,0,0
1408834652,NaN,NaN,NaN,0,606.785714286,0,0,0
1408834951,8.213,5.73,NaN,NaN,NaN,0,0,0
1408834953,NaN,NaN,NaN,0,648.214285714,0,0,0
1408835251,8.23853820598,6.96245847176,NaN,NaN,NaN,0,0,0
1408835254,NaN,NaN,NaN,0,599.285714286,0,0,0
1408835551,12.6986666667,14.228,NaN,NaN,NaN,0,0,0
1408835556,NaN,NaN,NaN,0,410.357142857,0,0,0
1408835851,4.97166666667,5.875,NaN,NaN,NaN,0,0,0
1408835853,NaN,NaN,NaN,0,276.666666667,0,0,0
1408836149,NaN,NaN,NaN,0,290.357142857,0,0,0
1408836151,4.22866666667,6.708,NaN,NaN,NaN,0,0,0
1408836450,NaN,NaN,NaN,0,268.571428571,0,0,0
1408836451,6.14180602007,5.03244147157,NaN,NaN,NaN,0,0,0
1408836751,4.84485049834,5.90431893688,NaN,0,230.714285714,0,0,0
1408837051,5.61933333333,6.82533333333,NaN,NaN,NaN,0,0,0
1408837052,NaN,NaN,NaN,0,232.5,0,0,0
1408837351,5.07566666667,7.14766666667,NaN,NaN,NaN,0,0,0
