Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1409176951,9.41933333333,4.62966666667,NaN,NaN,NaN,0,0,0
1409176953,NaN,NaN,NaN,0,618.148148148,0,0,0
1409177252,4.40265780731,7.71594684385,NaN,NaN,NaN,0,0,0
1409177255,NaN,NaN,NaN,0,602.692307692,0,0,0
1409177552,5.4347826087,7.04247491639,NaN,NaN,NaN,0,0,0
1409177554,NaN,NaN,NaN,0,562.222222222,0,0,0
1409177851,6.43566666667,6.04866666667,NaN,0,535,0,0,0
1409178152,4.50265780731,7.04717607973,NaN,0,529.642857143,0,0,0
1409178452,8.80866666667,9.968,NaN,NaN,NaN,0,0,0
1409178453,NaN,NaN,NaN,0,603.928571429,0,0,0
1409178752,5.42508361204,6.44949832776,NaN,NaN,NaN,0,0,0
1409178754,NaN,NaN,NaN,0,443.928571429,0,0,0
1409179051,5.23754152824,5.89368770764,NaN,NaN,NaN,0,0,0
1409179055,NaN,NaN,NaN,0,416.428571429,0,0,0
1409179351,9.54466666667,7.52066666667,NaN,NaN,NaN,0,0,0
1409179357,NaN,NaN,NaN,0,261.428571429,0,0,0
1409179651,3.55233333333,6.70033333333,NaN,NaN,NaN,0,0,0
1409179653,NaN,NaN,NaN,0,270.37037037,0,0,0
1409179949,NaN,NaN,NaN,0,217.5,0,0,0
1409179951,4.87166666667,6.055,NaN,NaN,NaN,0,0,0
1409180250,NaN,NaN,NaN,0,205.357142857,0,0,0
1409180251,4.54266666667,4.78133333333,NaN,NaN,NaN,0,0,0
1409180551,7.70766666667,6.498,NaN,0,233.571428571,0,0,0
1409180851,6.3652173913,9.30535117057,NaN,NaN,NaN,0,0,0
1409180852,NaN,NaN,NaN,0,342.857142857,0,0,0
1409181151,8.24086378738,9.66710963455,NaN,NaN,NaN,0,0,0
1409181153,NaN,NaN,NaN,0,307.142857143,0,0,0
1409181451,4.13,6.01966666667,NaN,NaN,NaN,0,0,0
1409181454,NaN,NaN,NaN,0,300,0,0,0
1409181752,4.17707641196,6.69667774086,NaN,NaN,NaN,0,0,0
1409181756,NaN,NaN,NaN,0,345.714285714,0,0,0
1409182052,6.96633333333,6.811,NaN,NaN,NaN,0,0,0
1409182057,NaN,NaN,NaN,0,335,0,0,0
1409182352,5.79933110368,4.85050167224,NaN,NaN,NaN,0,0,0
1409182353,NaN,NaN,NaN,0,243.333333333,0,0,0
1409182649,NaN,NaN,NaN,0,210.357142857,0,0,0
1409182651,5.15166666667,5.65233333333,NaN,NaN,NaN,0,0,0
1409182950,NaN,NaN,NaN,0,263.214285714,0,0,0
1409182952,3.9146179402,7.69202657807,NaN,NaN,NaN,0,0,0
1409183251,NaN,NaN,NaN,0,240.357142857,0,0,0
1409183252,5.18433333333,5.81533333333,NaN,NaN,NaN,0,0,0
1409183552,4.21806020067,5.48862876254,NaN,0,211.071428571,0,0,0
1409183852,4.67674418605,6.34750830565,NaN,NaN,NaN,0,0,0
1409183853,NaN,NaN,NaN,0,212.142857143,0,0,0
1409184152,6.181,4.98466666667,NaN,NaN,NaN,0,0,0
1409184154,NaN,NaN,NaN,0,275,0,0,0
1409184451,5.34533333333,5.71533333333,NaN,NaN,NaN,0,0,0
1409184455,NaN,NaN,NaN,0,245.357142857,0,0,0
1409184751,4.32474916388,6.45518394649,NaN,0,227.777777778,0,0,0
1409185048,NaN,NaN,NaN,0,222.5,0,0,0
1409185051,5.21794019934,7.11295681063,NaN,NaN,NaN,0,0,0
1409185349,NaN,NaN,NaN,0,268.928571429,0,0,0
1409185351,4.41066666667,5.798,NaN,NaN,NaN,0,0,0
1409185650,NaN,NaN,NaN,0,225,0,0,0
1409185651,4.19366666667,5.308,NaN,NaN,NaN,0,0,0
1409185951,5.003,6.64,NaN,0,262.142857143,0,0,0
1409186251,6.30933333333,8.925,NaN,NaN,NaN,0,0,0
1409186252,NaN,NaN,NaN,0,348.928571429,0,0,0
1409186551,5.71033333333,5.93333333333,NaN,NaN,NaN,0,0,0
1409186553,NaN,NaN,NaN,0,367.857142857,0,0,0
1409186851,5.65333333333,5.90366666667,NaN,NaN,NaN,0,0,0
1409186854,NaN,NaN,NaN,0,320,0,0,0
1409187151,5.22233333333,4.514,NaN,NaN,NaN,0,0,0
1409187155,NaN,NaN,NaN,0,313.214285714,0,0,0
1409187451,3.74233333333,6.349,NaN,NaN,NaN,0,0,0
1409187452,NaN,NaN,NaN,0,260.37037037,0,0,0
1409187748,NaN,NaN,NaN,0,268.571428571,0,0,0
1409187751,4.99533333333,4.83533333333,NaN,NaN,NaN,0,0,0
1409188049,NaN,NaN,NaN,0,201.071428571,0,0,0
1409188052,3.67475083056,5.75315614618,NaN,NaN,NaN,0,0,0
1409188350,NaN,NaN,NaN,0,208.571428571,0,0,0
1409188352,4.32876254181,4.40501672241,NaN,NaN,NaN,0,0,0
1409188651,5.02766666667,6.98733333333,NaN,0,251.071428571,0,0,0
1409188952,5.15016611296,6.93222591362,NaN,0,265.714285714,0,0,0
1409189252,4.35466666667,5.39766666667,NaN,NaN,NaN,0,0,0
1409189253,NaN,NaN,NaN,0,231.071428571,0,0,0
1409189551,5.04581939799,5.28628762542,NaN,NaN,NaN,0,0,0
1409189554,NaN,NaN,NaN,0,217.857142857,0,0,0
