Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1408744952,10.2936454849,5.07257525084,NaN,NaN,NaN,0,0,0
1408744955,NaN,NaN,NaN,0,250.357142857,0,0,0
1408745252,3.87940199336,7.70166112957,NaN,NaN,NaN,0,0,0
1408745256,NaN,NaN,NaN,0,280.357142857,0,0,0
1408745552,4.52073578595,6.75217391304,NaN,NaN,NaN,0,0,0
1408745553,NaN,NaN,NaN,0,247.777777778,0,0,0
1408745849,NaN,NaN,NaN,0,220.714285714,0,0,0
1408745851,5.133,5.73766666667,NaN,NaN,NaN,0,0,0
1408746150,NaN,NaN,NaN,0,284.642857143,0,0,0
1408746151,6.336,8.81733333333,NaN,NaN,NaN,0,0,0
1408746451,4.82466666667,8.548,NaN,NaN,NaN,0,0,0
1408746452,NaN,NaN,NaN,0,360.357142857,0,0,0
1408746752,6.99368770764,6.46179401993,NaN,NaN,NaN,0,0,0
1408746753,NaN,NaN,NaN,0,406.785714286,0,0,0
1408747052,5.66622073579,5.67692307692,NaN,NaN,NaN,0,0,0
1408747054,NaN,NaN,NaN,0,268.214285714,0,0,0
1408747351,4.65366666667,6.59066666667,NaN,NaN,NaN,0,0,0
1408747354,NaN,NaN,NaN,0,227.857142857,0,0,0
1408747652,8.16910299003,10.0073089701,NaN,NaN,NaN,0,0,0
1408747655,NaN,NaN,NaN,0,308.928571429,0,0,0
1408747951,3.89033333333,6.29033333333,NaN,NaN,NaN,0,0,0
1408747956,NaN,NaN,NaN,0,387.857142857,0,0,0
1408748251,5.50866666667,4.10033333333,NaN,NaN,NaN,0,0,0
1408748253,NaN,NaN,NaN,0,342.592592593,0,0,0
1408748549,NaN,NaN,NaN,0,321.785714286,0,0,0
1408748551,5.314,4.32333333333,NaN,NaN,NaN,0,0,0
1408748850,NaN,NaN,NaN,0,308.214285714,0,0,0
1408748851,4.32666666667,5.45966666667,NaN,NaN,NaN,0,0,0
1408749151,9.40933333333,12.613,NaN,0,363.928571429,0,0,0
1408749451,5.22533333333,5.34566666667,NaN,NaN,NaN,0,0,0
1408749452,NaN,NaN,NaN,0,273.571428571,0,0,0
1408749751,5.05,6.37666666667,NaN,NaN,NaN,0,0,0
1408749753,NaN,NaN,NaN,0,244.285714286,0,0,0
1408750052,4.70897009967,5.09302325581,NaN,NaN,NaN,0,0,0
1408750054,NaN,NaN,NaN,0,221.428571429,0,0,0
1408750352,4.9016722408,6.86254180602,NaN,NaN,NaN,0,0,0
1408750355,NaN,NaN,NaN,0,246.785714286,0,0,0
1408750651,6.401,7.24266666667,NaN,0,301.111111111,0,0,0
1408750948,NaN,NaN,NaN,0,237.5,0,0,0
1408750951,5.206,5.413,NaN,NaN,NaN,0,0,0
1408751249,NaN,NaN,NaN,0,216.428571429,0,0,0
1408751251,4.31466666667,7.052,NaN,NaN,NaN,0,0,0
1408751550,NaN,NaN,NaN,0,223.214285714,0,0,0
1408751552,4.15415282392,6.80265780731,NaN,NaN,NaN,0,0,0
1408751851,NaN,NaN,NaN,0,285.714285714,0,0,0
1408751852,4.384,4.67366666667,NaN,NaN,NaN,0,0,0
1408752152,6.71066666667,5.675,NaN,NaN,NaN,0,0,0
1408752153,NaN,NaN,NaN,0,266.071428571,0,0,0
1408752452,4.70936454849,6.08260869565,NaN,NaN,NaN,0,0,0
1408752454,NaN,NaN,NaN,0,238.928571429,0,0,0
1408752751,4.37176079734,6.22259136213,NaN,NaN,NaN,0,0,0
1408752755,NaN,NaN,NaN,0,230,0,0,0
1408753051,4.03533333333,6.24633333333,NaN,NaN,NaN,0,0,0
1408753056,NaN,NaN,NaN,0,258.571428571,0,0,0
1408753351,5.678,6.04533333333,NaN,NaN,NaN,0,0,0
1408753352,NaN,NaN,NaN,0,284.444444444,0,0,0
1408753648,NaN,NaN,NaN,0,220.357142857,0,0,0
1408753651,5.68366666667,6.854,NaN,NaN,NaN,0,0,0
1408753949,NaN,NaN,NaN,0,247.857142857,0,0,0
1408753951,6.75852842809,8.84180602007,NaN,NaN,NaN,0,0,0
1408754250,NaN,NaN,NaN,0,334.285714286,0,0,0
1408754251,5.40930232558,7.35382059801,NaN,NaN,NaN,0,0,0
1408754551,4.397,4.625,NaN,0,377.857142857,0,0,0
1408754851,4.595,5.333,NaN,NaN,NaN,0,0,0
1408754853,NaN,NaN,NaN,0,348.928571429,0,0,0
1408755151,4.23466666667,6.52833333333,NaN,NaN,NaN,0,0,0
1408755154,NaN,NaN,NaN,0,326.428571429,0,0,0
1408755451,5.38566666667,5.673,NaN,NaN,NaN,0,0,0
1408755455,NaN,NaN,NaN,0,308.214285714,0,0,0
