Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W]
1407341551,49.4186666667,46.5426666667,NaN,NaN,NaN
1407341557,NaN,NaN,NaN,0,703.571428571
1407341710,NaN,NaN,702,NaN,NaN
1407341851,38.2423333333,43.3163333333,NaN,NaN,NaN
1407341853,NaN,NaN,NaN,0,152.222222222
1407342016,NaN,NaN,684,NaN,NaN
1407342149,NaN,NaN,NaN,0,72.1428571429
1407342151,5.608,6.03233333333,NaN,NaN,NaN
1407342322,NaN,NaN,602,NaN,NaN
1407342451,4.75433333333,7.37466666667,NaN,0,127.857142857
1407342608,NaN,NaN,497,NaN,NaN
1407342751,4.98933333333,7.44533333333,NaN,NaN,NaN
1407342753,NaN,NaN,NaN,0,236.428571429
1407342915,NaN,NaN,406,NaN,NaN
1407343051,4.89333333333,6.5,NaN,NaN,NaN
1407343054,NaN,NaN,NaN,0,309.642857143
1407343209,NaN,NaN,366,NaN,NaN
1407343351,4.76066666667,6.23633333333,NaN,0,353.333333333
1407343510,NaN,NaN,312,NaN,NaN
1407343648,NaN,NaN,NaN,0,333.571428571
1407343651,5.03166666667,4.81833333333,NaN,NaN,NaN
1407343816,NaN,NaN,263,NaN,NaN
1407343950,NaN,NaN,NaN,0,350.357142857
1407343952,4.56112956811,5.51162790698,NaN,NaN,NaN
1407344108,NaN,NaN,257,NaN,NaN
1407344252,3.55652173913,7.0474916388,NaN,0,362.5
1407344416,NaN,NaN,211,NaN,NaN
1407344551,8.47866666667,10.8686666667,NaN,NaN,NaN
1407344553,NaN,NaN,NaN,0,452.142857143
1407344730,NaN,NaN,223,NaN,NaN
1407344851,11.3455149502,13.0611295681,NaN,NaN,NaN
1407344855,NaN,NaN,NaN,0,608.928571429
1407345027,NaN,NaN,361,NaN,NaN
1407345151,6.44033333333,5.89733333333,NaN,0,380.740740741
1407345316,NaN,NaN,394,NaN,NaN
1407345448,NaN,NaN,NaN,0,530
1407345451,8.60433333333,12.872,NaN,NaN,NaN
1407345622,NaN,NaN,289,NaN,NaN
1407345750,NaN,NaN,NaN,0,614.642857143
1407345751,8.31766666667,7.75766666667,NaN,NaN,NaN
1407345920,NaN,NaN,224,NaN,NaN
1407346051,5.02233333333,10.2443333333,NaN,NaN,NaN
1407346053,NaN,NaN,NaN,0,716.785714286
1407346213,NaN,NaN,216,NaN,NaN
1407346351,12.289,44.7226666667,NaN,NaN,NaN
1407346354,NaN,NaN,NaN,0,3576.78571429
1407346524,NaN,NaN,165,NaN,NaN
1407346652,23.665448505,10.3481727575,NaN,NaN,NaN
1407346656,NaN,NaN,NaN,0,3768.21428571
1407346813,NaN,NaN,116,NaN,NaN
1407346952,27.3715719064,43.9635451505,NaN,NaN,NaN
1407346953,NaN,NaN,NaN,0,2281.48148148
1407347108,NaN,NaN,106,NaN,NaN
1407347249,NaN,NaN,NaN,0,2873.57142857
1407347251,43.111,9.54533333333,NaN,NaN,NaN
1407347417,NaN,NaN,102,NaN,NaN
1407347551,7.92166666667,8.354,NaN,0,782.142857143
1407347709,NaN,NaN,112,NaN,NaN
1407347851,5.512,8.36233333333,NaN,NaN,NaN
1407347853,NaN,NaN,NaN,0,757.142857143
1407348019,NaN,NaN,91,NaN,NaN
1407348151,6.89133333333,8.59333333333,NaN,NaN,NaN
1407348155,NaN,NaN,NaN,0,878.928571429
1407348314,NaN,NaN,76,NaN,NaN
1407348451,NaN,NaN,NaN,0,988.148148148
1407348452,7.40066445183,9.41860465116,NaN,NaN,NaN
1407348609,NaN,NaN,72,NaN,NaN
1407348748,NaN,NaN,NaN,0,951.785714286
1407348752,6.55384615385,7.87224080268,NaN,NaN,NaN
1407348913,NaN,NaN,62,NaN,NaN
1407349050,NaN,NaN,NaN,0,1245.71428571
1407349052,9.27142857143,14.522923588,NaN,NaN,NaN
1407349215,NaN,NaN,53,NaN,NaN
1407349351,NaN,NaN,NaN,0,1302.14285714
1407349352,13.4267558528,15.5695652174,NaN,NaN,NaN
1407349522,NaN,NaN,48,NaN,NaN
1407349652,6.69667774086,8.98571428571,NaN,NaN,NaN
1407349653,NaN,NaN,NaN,0,1513.57142857
1407349809,NaN,NaN,0,NaN,NaN
1407349951,5.10468227425,7.54816053512,NaN,NaN,NaN
1407349954,NaN,NaN,NaN,0,1518.21428571
1407350251,5.75016611296,7.24750830565,NaN,NaN,NaN
1407350256,NaN,NaN,NaN,0,1543.92857143
1407350409,NaN,NaN,0,NaN,NaN
1407350551,7.78666666667,6.54633333333,NaN,NaN,NaN
1407350553,NaN,NaN,NaN,0,1522.59259259
1407350850,NaN,NaN,NaN,0,1571.78571429
1407350851,7.18766666667,9.75666666667,NaN,NaN,NaN
1407351151,6.56466666667,7.90166666667,NaN,NaN,NaN
1407351152,NaN,NaN,NaN,0,1532.85714286
1407351451,6.096,8.49,NaN,NaN,NaN
1407351454,NaN,NaN,NaN,0,1545
1407351751,10.862,9.28466666667,NaN,0,1570
1407352048,NaN,NaN,NaN,0,1568.92857143
1407352051,8.23966666667,10.4953333333,NaN,NaN,NaN
1407352350,NaN,NaN,NaN,0,1555.35714286
1407352351,7.88866666667,8.93833333333,NaN,NaN,NaN
1407352652,6.48272425249,7.0561461794,NaN,0,1532.5
1407352952,10.3273333333,9.277,NaN,NaN,NaN
1407352953,NaN,NaN,NaN,0,1423.92857143
1407353252,5.9347826087,7.67859531773,NaN,NaN,NaN
1407353255,NaN,NaN,NaN,0,1312.85714286
1407353551,9.214,12.572,NaN,NaN,NaN
1407353552,NaN,NaN,NaN,0,1367.03703704
1407353848,NaN,NaN,NaN,0,1446.07142857
1407353852,8.56710963455,8.74551495017,NaN,NaN,NaN
1407354149,NaN,NaN,NaN,0,1403.57142857
1407354152,7.16153846154,8.30267558528,NaN,NaN,NaN
1407354451,7.29766666667,6.49866666667,NaN,0,1311.42857143
1407354752,6.97740863787,8.85880398671,NaN,NaN,NaN
1407354754,NaN,NaN,NaN,0,1275.35714286
1407355051,8.90266666667,8.34966666667,NaN,0,1191.11111111
1407355349,NaN,NaN,NaN,0,1121.07142857
1407355351,11.0103333333,8.02,NaN,NaN,NaN
1407355651,5.22,6.03866666667,NaN,0,1103.57142857
1407355951,4.72133333333,7.599,NaN,NaN,NaN
1407355954,NaN,NaN,NaN,0,1106.07142857
1407356251,5.12040133779,7.89331103679,NaN,0,1106.2962963
1407356549,NaN,NaN,NaN,0,1105
1407356551,4.44451827243,7.1950166113,NaN,NaN,NaN
1407356851,7.752,6.30966666667,NaN,NaN,NaN
1407356852,NaN,NaN,NaN,0,1084.64285714
1407357151,6.178,6.31666666667,NaN,NaN,NaN
1407357154,NaN,NaN,NaN,0,1006.78571429
1407357451,NaN,NaN,NaN,0,1000.37037037
1407357452,4.86544850498,5.29202657807,NaN,NaN,NaN
1407357749,NaN,NaN,NaN,0,1040.35714286
1407357752,8.69297658863,11.537458194,NaN,NaN,NaN
1407358051,NaN,NaN,NaN,0,981.785714286
1407358052,7.91794019934,8.04485049834,NaN,NaN,NaN
1407358352,6.18595317726,7.1602006689,NaN,NaN,NaN
1407358353,NaN,NaN,NaN,0,893.214285714
1407358651,5.341,5.841,NaN,NaN,NaN
1407358654,NaN,NaN,NaN,0,865.185185185
1407358951,9.87733333333,5.636,NaN,0,867.857142857
1407359252,3.88803986711,8.09867109635,NaN,NaN,NaN
1407359254,NaN,NaN,NaN,0,861.428571429
1407359551,NaN,NaN,NaN,0,801.851851852
1407359552,4.975,6.49533333333,NaN,NaN,NaN
1407359849,NaN,NaN,NaN,0,774.642857143
1407359852,6.30133333333,7.161,NaN,NaN,NaN
1407360151,5.203,6.47866666667,NaN,0,595.714285714
1407360451,5.89899665552,7.31705685619,NaN,NaN,NaN
1407360454,NaN,NaN,NaN,0,679.285714286
1407360751,5.77674418605,6.65946843854,NaN,NaN,NaN
1407360757,NaN,NaN,NaN,0,672.857142857
1407361051,6.504,5.81133333333,NaN,NaN,NaN
1407361054,NaN,NaN,NaN,0,602.222222222
1407361351,4.36966666667,6.07,NaN,0,553.214285714
1407361651,3.47166666667,5.30833333333,NaN,NaN,NaN
1407361653,NaN,NaN,NaN,0,554.285714286
1407361951,3.98066666667,5.75633333333,NaN,NaN,NaN
1407361955,NaN,NaN,NaN,0,565.357142857
1407362252,5.73853820598,5.7877076412,NaN,NaN,NaN
1407362257,NaN,NaN,NaN,0,551.785714286
