Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W]
1407297456,NaN,NaN,NaN,0,240.571428571
1407297614,NaN,NaN,0,NaN,NaN
1407297752,0,5006.30167224,NaN,4376.66666667,0
1407298048,NaN,NaN,NaN,4358.92857143,0
1407298052,0,4882.04916944,NaN,NaN,NaN
1407298222,NaN,NaN,0,NaN,NaN
1407298350,NaN,NaN,NaN,4377.5,0
1407298351,0,4852.03244147,NaN,NaN,NaN
1407298515,NaN,NaN,0,NaN,NaN
1407298650,0,4806.39966667,NaN,NaN,NaN
1407298651,NaN,NaN,NaN,4371.07142857,0
1407298951,0,4795.85282392,NaN,NaN,NaN
1407298952,NaN,NaN,NaN,4364.64285714,0
1407299251,0,4735.23566667,NaN,NaN,NaN
1407299252,NaN,NaN,NaN,4362.5,0
1407299420,NaN,NaN,0,NaN,NaN
1407299551,0,4659.72533333,NaN,NaN,NaN
1407299553,NaN,NaN,NaN,4366.42857143,0
1407299851,0,4643.96933333,NaN,NaN,NaN
1407299853,NaN,NaN,NaN,4372.5,0
1407300013,NaN,NaN,0,NaN,NaN
1407300151,0,4643.60133333,NaN,NaN,NaN
1407300155,NaN,NaN,NaN,4373.92857143,0
1407300310,NaN,NaN,0,NaN,NaN
1407300451,0,4633.416,NaN,NaN,NaN
1407300456,NaN,NaN,NaN,4368.21428571,0
1407300609,NaN,NaN,70,NaN,NaN
1407300751,0,4598.453,NaN,4354.07407407,0
1407300917,NaN,NaN,70,NaN,NaN
1407301048,NaN,NaN,NaN,4354.64285714,0
1407301051,0,4631.14,NaN,NaN,NaN
1407301212,NaN,NaN,72,NaN,NaN
1407301349,NaN,NaN,NaN,4346.78571429,0
1407301352,0,4686.93421927,NaN,NaN,NaN
1407301512,NaN,NaN,95,NaN,NaN
1407301650,NaN,NaN,NaN,4335.71428571,0
1407301652,0,4673.69433333,NaN,NaN,NaN
1407301826,NaN,NaN,87,NaN,NaN
1407301951,NaN,NaN,NaN,4326.42857143,0
1407301952,0,4649.78528428,NaN,NaN,NaN
1407302109,NaN,NaN,101,NaN,NaN
1407302251,0,4620.117,NaN,4321.07142857,0
1407302418,NaN,NaN,120,NaN,NaN
1407302551,0,4572.359,NaN,NaN,NaN
1407302552,NaN,NaN,NaN,4312.5,0
1407302719,NaN,NaN,168,NaN,NaN
1407302851,0,4517.85433333,NaN,NaN,NaN
1407302853,NaN,NaN,NaN,4318.57142857,0
1407303042,NaN,NaN,202,NaN,NaN
1407303151,0,4401.448,NaN,NaN,NaN
1407303155,NaN,NaN,NaN,4316.42857143,0
1407303322,NaN,NaN,279,NaN,NaN
1407303452,0,4380.42358804,NaN,NaN,NaN
1407303456,NaN,NaN,NaN,4347.14285714,0
1407303612,NaN,NaN,212,NaN,NaN
1407303752,0,4485.42292359,NaN,NaN,NaN
1407303757,NaN,NaN,NaN,4391.42857143,0
1407303908,NaN,NaN,229,NaN,NaN
1407304052,0,4084.30468227,NaN,NaN,NaN
1407304053,NaN,NaN,NaN,3974.07407407,0
1407304209,NaN,NaN,160,NaN,NaN
1407304348,NaN,NaN,NaN,3253.21428571,0
1407304351,0,3319.85566667,NaN,NaN,NaN
1407304520,NaN,NaN,254,NaN,NaN
1407304649,NaN,NaN,NaN,2578.57142857,0
1407304651,0,2570.29230769,NaN,NaN,NaN
1407304820,NaN,NaN,284,NaN,NaN
1407304950,NaN,NaN,NaN,1957.85714286,0
1407304951,0,2028.27475083,NaN,NaN,NaN
1407305108,NaN,NaN,220,NaN,NaN
1407305251,0,1558.93466667,NaN,1422.85714286,0
1407305410,NaN,NaN,225,NaN,NaN
1407305551,0,1109.72433333,NaN,NaN,NaN
1407305552,NaN,NaN,NaN,1045.35714286,0
1407305714,NaN,NaN,268,NaN,NaN
1407305851,0,812.293666667,NaN,NaN,NaN
1407305853,NaN,NaN,NaN,775,0
1407306008,NaN,NaN,328,NaN,NaN
1407306151,0,632.297666667,NaN,NaN,NaN
1407306154,NaN,NaN,NaN,586.428571429,0
1407306317,NaN,NaN,346,NaN,NaN
1407306451,0,601.934,NaN,NaN,NaN
1407306455,NaN,NaN,NaN,466.785714286,0
1407306609,NaN,NaN,407,NaN,NaN
1407306751,0,447.736,NaN,NaN,NaN
1407306756,NaN,NaN,NaN,382.5,0
1407306910,NaN,NaN,490,NaN,NaN
1407307052,0,399.97641196,NaN,NaN,NaN
1407307056,NaN,NaN,NaN,330.357142857,0
1407307210,NaN,NaN,529,NaN,NaN
1407307352,0,264.435333333,NaN,292.592592593,0
1407307514,NaN,NaN,646,NaN,NaN
1407307648,NaN,NaN,NaN,263.928571429,0
1407307652,0.0217391304348,140.077257525,NaN,NaN,NaN
1407307820,NaN,NaN,689,NaN,NaN
1407307949,NaN,NaN,NaN,244.642857143,0
1407307952,155.48372093,0.702657807309,NaN,NaN,NaN
1407308113,NaN,NaN,771,NaN,NaN
1407308250,NaN,NaN,NaN,230.714285714,0
1407308252,207.322408027,0,NaN,NaN,NaN
1407308408,NaN,NaN,729,NaN,NaN
1407308551,247.295666667,0,NaN,218.571428571,0
1407308709,NaN,NaN,805,NaN,NaN
1407308850,335.552666667,0,NaN,NaN,NaN
1407308852,NaN,NaN,NaN,209.285714286,0
1407309008,NaN,NaN,896,NaN,NaN
1407309150,407.951,0,NaN,NaN,NaN
1407309153,NaN,NaN,NaN,201.428571429,0
1407309330,NaN,NaN,1190,NaN,NaN
1407309450,691.415,0,NaN,NaN,NaN
1407309454,NaN,NaN,NaN,193.214285714,0
1407309607,NaN,NaN,1146,NaN,NaN
1407309750,631.735666667,0,NaN,NaN,NaN
1407309755,NaN,NaN,NaN,186.785714286,0
1407309916,NaN,NaN,1358,NaN,NaN
1407310051,688.397674419,0,NaN,NaN,NaN
1407310056,NaN,NaN,NaN,182.5,0
1407310208,NaN,NaN,1066,NaN,NaN
1407310351,686.949333333,0,NaN,NaN,NaN
1407310352,NaN,NaN,NaN,177.777777778,0
1407310509,NaN,NaN,1322,NaN,NaN
1407310649,NaN,NaN,NaN,174.642857143,0
1407310651,445.290333333,0,NaN,NaN,NaN
1407310821,NaN,NaN,904,NaN,NaN
1407310951,303.628333333,0,NaN,NaN,NaN
1407310952,NaN,NaN,NaN,169.642857143,0
1407311110,NaN,NaN,829,NaN,NaN
1407311251,240.828333333,0,NaN,NaN,NaN
1407311253,NaN,NaN,NaN,167.142857143,0
1407311415,NaN,NaN,783,NaN,NaN
1407311551,162.338,0,NaN,NaN,NaN
1407311554,NaN,NaN,NaN,165.714285714,0
1407311712,NaN,NaN,814,NaN,NaN
1407311851,506.631666667,0,NaN,NaN,NaN
1407311855,NaN,NaN,NaN,160.714285714,0
1407312010,NaN,NaN,1359,NaN,NaN
1407312152,806.639202658,0,NaN,NaN,NaN
1407312156,NaN,NaN,NaN,161.071428571,0
1407312311,NaN,NaN,1838,NaN,NaN
1407312452,1284.56433333,0,NaN,NaN,NaN
1407312453,NaN,NaN,NaN,157.407407407,0
1407312609,NaN,NaN,1862,NaN,NaN
1407312749,NaN,NaN,NaN,159.285714286,0
1407312752,1332.53411371,0,NaN,NaN,NaN
1407312912,NaN,NaN,2213,NaN,NaN
1407313050,NaN,NaN,NaN,153.571428571,0
1407313051,1379.266,0,NaN,NaN,NaN
1407313214,NaN,NaN,1296,NaN,NaN
1407313351,NaN,NaN,NaN,152.5,0
1407313352,590.934551495,0,NaN,NaN,NaN
1407313511,NaN,NaN,834,NaN,NaN
1407313652,339.660666667,0,NaN,150.357142857,0
1407313813,NaN,NaN,868,NaN,NaN
1407313951,839.082,0,NaN,NaN,NaN
1407313953,NaN,NaN,NaN,146.071428571,0
1407314122,NaN,NaN,2246,NaN,NaN
1407314251,1832.59266667,0,NaN,NaN,NaN
1407314254,NaN,NaN,NaN,141.785714286,0
1407314407,NaN,NaN,2644,NaN,NaN
1407314551,1670.54414716,0,NaN,NaN,NaN
1407314555,NaN,NaN,NaN,145.714285714,0
1407314706,NaN,NaN,1300,NaN,NaN
1407314851,741.338870432,0,NaN,NaN,NaN
1407314856,NaN,NaN,NaN,143.928571429,0
1407315007,NaN,NaN,1999,NaN,NaN
1407315151,925.308333333,0,NaN,NaN,NaN
1407315152,NaN,NaN,NaN,141.111111111,0
1407315316,NaN,NaN,1593,NaN,NaN
1407315448,NaN,NaN,NaN,138.214285714,0
1407315451,768.598333333,0,NaN,NaN,NaN
1407315608,NaN,NaN,1130,NaN,NaN
1407315748,NaN,NaN,NaN,137.142857143,0
1407315751,1009.767,0,NaN,NaN,NaN
1407315916,NaN,NaN,2292,NaN,NaN
1407316049,NaN,NaN,NaN,139.642857143,0
1407316051,1313.56533333,0,NaN,NaN,NaN
1407316209,NaN,NaN,1069,NaN,NaN
1407316350,NaN,NaN,NaN,135.357142857,0
1407316351,318.429,377.246,NaN,NaN,NaN
1407316524,NaN,NaN,1655,NaN,NaN
1407316651,84.471,285.5,NaN,NaN,NaN
1407316652,NaN,NaN,NaN,132.857142857,0
1407316809,NaN,NaN,3351,NaN,NaN
1407316951,54.035,456.598333333,NaN,NaN,NaN
1407316953,NaN,NaN,NaN,135.714285714,0
1407317110,NaN,NaN,1671,NaN,NaN
1407317252,0,1067.65681063,NaN,NaN,NaN
1407317254,NaN,NaN,NaN,132.142857143,0
1407317414,NaN,NaN,1757,NaN,NaN
1407317552,447.693333333,242.428666667,NaN,NaN,NaN
1407317555,NaN,NaN,NaN,132.857142857,0
1407317707,NaN,NaN,3507,NaN,NaN
1407317852,415.440133779,101.168561873,NaN,NaN,NaN
1407317855,NaN,NaN,NaN,131.071428571,0
1407318007,NaN,NaN,3367,NaN,NaN
1407318151,591.043333333,154.695333333,NaN,NaN,NaN
1407318157,NaN,NaN,NaN,128.571428571,0
1407318309,NaN,NaN,1635,NaN,NaN
1407318451,933.560333333,544.283666667,NaN,NaN,NaN
1407318452,NaN,NaN,NaN,124.074074074,0
1407318614,NaN,NaN,3610,NaN,NaN
1407318748,NaN,NaN,NaN,125.714285714,0
1407318752,1750.06843854,0,NaN,NaN,NaN
1407318906,NaN,NaN,1234,NaN,NaN
1407319049,NaN,NaN,NaN,123.214285714,0
1407319052,687.559666667,0,NaN,NaN,NaN
1407319210,NaN,NaN,1315,NaN,NaN
1407319350,NaN,NaN,NaN,122.857142857,0
1407319351,1220.29833333,0,NaN,NaN,NaN
1407319507,NaN,NaN,2564,NaN,NaN
1407319650,NaN,NaN,NaN,121.785714286,0
1407319651,1390.37993311,0,NaN,NaN,NaN
1407319810,NaN,NaN,3168,NaN,NaN
1407319951,2411.94385382,0,NaN,119.642857143,0
1407320117,NaN,NaN,3944,NaN,NaN
1407320251,3214.484,0,NaN,NaN,NaN
1407320252,NaN,NaN,NaN,118.928571429,0
1407320408,NaN,NaN,3956,NaN,NaN
1407320551,2030.44266667,0,NaN,NaN,NaN
1407320553,NaN,NaN,NaN,119.642857143,0
1407320709,NaN,NaN,1203,NaN,NaN
1407320851,408.488333333,2.88166666667,NaN,NaN,NaN
1407320854,NaN,NaN,NaN,118.928571429,0
1407321010,NaN,NaN,898,NaN,NaN
1407321151,284.527,0,NaN,NaN,NaN
1407321155,NaN,NaN,NaN,117.857142857,0
1407321313,NaN,NaN,938,NaN,NaN
1407321451,276.382666667,0,NaN,NaN,NaN
1407321456,NaN,NaN,NaN,115.357142857,0
1407321612,NaN,NaN,886,NaN,NaN
1407321751,277.181,0,NaN,NaN,NaN
1407321752,NaN,NaN,NaN,117.407407407,0
1407321907,NaN,NaN,951,NaN,NaN
1407322048,NaN,NaN,NaN,113.571428571,0
1407322051,350.742,0,NaN,NaN,NaN
1407322210,NaN,NaN,1033,NaN,NaN
1407322349,NaN,NaN,NaN,113.214285714,0
1407322352,364.219933555,0,NaN,NaN,NaN
1407322508,NaN,NaN,961,NaN,NaN
1407322650,NaN,NaN,NaN,112.857142857,0
1407322652,222.628762542,144.257859532,NaN,NaN,NaN
1407322811,NaN,NaN,917,NaN,NaN
1407322951,173.936333333,152.189666667,NaN,113.571428571,0
1407323108,NaN,NaN,912,NaN,NaN
1407323252,341.449501661,0,NaN,113.571428571,0
1407323410,NaN,NaN,1003,NaN,NaN
1407323552,381.269333333,0,NaN,113.214285714,0
1407323707,NaN,NaN,1138,NaN,NaN
1407323852,845.012333333,0,NaN,NaN,NaN
1407323853,NaN,NaN,NaN,111.785714286,0
1407324017,NaN,NaN,2564,NaN,NaN
1407324151,3027.92466667,0,NaN,NaN,NaN
1407324154,NaN,NaN,NaN,112.5,0
1407324309,NaN,NaN,3959,NaN,NaN
1407324451,3154.715,0,NaN,NaN,NaN
1407324455,NaN,NaN,NaN,108.928571429,0
1407324613,NaN,NaN,3960,NaN,NaN
1407324751,3061.174,0,NaN,NaN,NaN
1407324756,NaN,NaN,NaN,109.285714286,0
1407324916,NaN,NaN,3896,NaN,NaN
1407325051,2841.681,0,NaN,109.259259259,0
1407325217,NaN,NaN,3850,NaN,NaN
1407325348,NaN,NaN,NaN,45.7142857143,0
1407325351,1436.7729097,0,NaN,NaN,NaN
1407325508,NaN,NaN,3874,NaN,NaN
1407325648,NaN,NaN,NaN,23.2142857143,0
1407325651,1747.61960133,0,NaN,NaN,NaN
1407325823,NaN,NaN,3959,NaN,NaN
1407325949,NaN,NaN,NaN,24.2857142857,0
1407325951,1812.14833333,0,NaN,NaN,NaN
1407326117,NaN,NaN,3945,NaN,NaN
1407326250,NaN,NaN,NaN,0,72.9642857143
1407326251,851.678333333,52.4806666667,NaN,NaN,NaN
1407326407,NaN,NaN,1182,NaN,NaN
1407326551,1376.802,0.859333333333,NaN,160.357142857,0
1407326719,NaN,NaN,2813,NaN,NaN
1407326851,75.51,41.7693333333,NaN,NaN,NaN
1407326852,NaN,NaN,NaN,50.4285714286,0
1407327009,NaN,NaN,1408,NaN,NaN
1407327151,400.563,3.418,NaN,NaN,NaN
1407327153,NaN,NaN,NaN,544.642857143,0
1407327308,NaN,NaN,1077,NaN,NaN
1407327451,653.896,0,NaN,NaN,NaN
1407327454,NaN,NaN,NaN,172.142857143,0
1407327610,NaN,NaN,977,NaN,NaN
1407327752,910.063787375,0,NaN,NaN,NaN
1407327756,NaN,NaN,NaN,56.4285714286,0
1407327935,NaN,NaN,1457,NaN,NaN
1407328052,910.933333333,0,NaN,NaN,NaN
1407328057,NaN,NaN,NaN,29.6428571429,0
1407328213,NaN,NaN,1373,NaN,NaN
1407328352,2088.54046823,0,NaN,NaN,NaN
1407328353,NaN,NaN,NaN,24.0740740741,0
1407328508,NaN,NaN,2638,NaN,NaN
1407328648,NaN,NaN,NaN,24.2857142857,0
1407328652,3229.74883721,0,NaN,NaN,NaN
1407328810,NaN,NaN,3956,NaN,NaN
1407328949,NaN,NaN,NaN,24.2857142857,0
1407328952,2483.67766667,0,NaN,NaN,NaN
1407329114,NaN,NaN,2905,NaN,NaN
1407329250,NaN,NaN,NaN,25.7142857143,0
1407329252,1594.38333333,0,NaN,NaN,NaN
1407329410,NaN,NaN,1200,NaN,NaN
1407329551,1396.45033333,0,NaN,25,0
1407329708,NaN,NaN,1427,NaN,NaN
1407329851,2908.92608696,0,NaN,NaN,NaN
1407329852,NaN,NaN,NaN,621.357142857,0
1407330007,NaN,NaN,3946,NaN,NaN
1407330151,1526.76079734,0,NaN,NaN,NaN
1407330153,NaN,NaN,NaN,26.4285714286,0
1407330312,NaN,NaN,1101,NaN,NaN
1407330451,1235.84233333,0,NaN,NaN,NaN
1407330454,NaN,NaN,NaN,24.2857142857,0
1407330610,NaN,NaN,1454,NaN,NaN
1407330751,1694.78066667,0,NaN,NaN,NaN
1407330755,NaN,NaN,NaN,21.0714285714,0
1407330908,NaN,NaN,1637,NaN,NaN
1407331052,1905.63122924,0,NaN,NaN,NaN
1407331056,NaN,NaN,NaN,25.3571428571,0
1407331217,NaN,NaN,3962,NaN,NaN
1407331352,3248.81237458,0,NaN,NaN,NaN
1407331353,NaN,NaN,NaN,22.5925925926,0
1407331508,NaN,NaN,3952,NaN,NaN
1407331648,NaN,NaN,NaN,22.5,0
1407331651,2792.85,0,NaN,NaN,NaN
1407331808,NaN,NaN,1877,NaN,NaN
1407331949,NaN,NaN,NaN,25,0
1407331951,889.666333333,0,NaN,NaN,NaN
1407332108,NaN,NaN,875,NaN,NaN
1407332250,NaN,NaN,NaN,25.7142857143,0
1407332251,358.465333333,0,NaN,NaN,NaN
1407332461,NaN,NaN,696,NaN,NaN
1407332551,312.558,0,NaN,26.0714285714,0
1407332713,NaN,NaN,722,NaN,NaN
1407332852,329.217940199,0,NaN,26.7857142857,0
1407333008,NaN,NaN,681,NaN,NaN
1407333152,275.813712375,0,NaN,NaN,NaN
1407333153,NaN,NaN,NaN,24.6428571429,0
1407333309,NaN,NaN,680,NaN,NaN
1407333451,298.064666667,0,NaN,NaN,NaN
1407333454,NaN,NaN,NaN,23.2142857143,0
1407333611,NaN,NaN,710,NaN,NaN
1407333752,294.214285714,1.76112956811,NaN,NaN,NaN
1407333755,NaN,NaN,NaN,24.6428571429,0
1407333920,NaN,NaN,816,NaN,NaN
1407334052,366.936666667,0,NaN,NaN,NaN
1407334056,NaN,NaN,NaN,26.0714285714,0
1407334208,NaN,NaN,903,NaN,NaN
1407334352,483.983666667,0,NaN,NaN,NaN
1407334357,NaN,NaN,NaN,27.1428571429,0
1407334516,NaN,NaN,998,NaN,NaN
1407334651,482.96187291,0,NaN,NaN,NaN
1407334653,NaN,NaN,NaN,25.1851851852,0
1407334811,NaN,NaN,877,NaN,NaN
1407334949,NaN,NaN,NaN,23.5714285714,0
1407334951,529.187043189,0,NaN,NaN,NaN
1407335112,NaN,NaN,1287,NaN,NaN
1407335250,NaN,NaN,NaN,22.5,0
1407335251,1930.83733333,0,NaN,NaN,NaN
1407335420,NaN,NaN,3741,NaN,NaN
1407335550,NaN,NaN,NaN,23.2142857143,0
1407335551,2060.134,0,NaN,NaN,NaN
1407335708,NaN,NaN,2066,NaN,NaN
1407335851,2107.30933333,0,NaN,24.6428571429,0
1407336009,NaN,NaN,1161,NaN,NaN
1407336151,1419.223,0,NaN,NaN,NaN
1407336152,NaN,NaN,NaN,25.3571428571,0
1407336311,NaN,NaN,997,NaN,NaN
1407336451,380.847333333,0,NaN,NaN,NaN
1407336453,NaN,NaN,NaN,23.2142857143,0
1407336608,NaN,NaN,928,NaN,NaN
1407336751,596.290666667,23.0046666667,NaN,NaN,NaN
1407336754,NaN,NaN,NaN,0,109.642857143
1407336911,NaN,NaN,2044,NaN,NaN
1407337051,70.1363333333,33.3106666667,NaN,NaN,NaN
1407337055,NaN,NaN,NaN,0,52.1428571429
1407337216,NaN,NaN,2083,NaN,NaN
1407337352,27.6352159468,12.0820598007,NaN,NaN,NaN
1407337356,NaN,NaN,NaN,0,370
1407337508,NaN,NaN,1529,NaN,NaN
1407337652,281.992,1.68566666667,NaN,558.888888889,0
1407337813,NaN,NaN,1158,NaN,NaN
1407337948,NaN,NaN,NaN,195,0
1407337952,557.65,0,NaN,NaN,NaN
1407338121,NaN,NaN,1324,NaN,NaN
1407338249,NaN,NaN,NaN,67.5,0
1407338252,585.763545151,0,NaN,NaN,NaN
1407338407,NaN,NaN,922,NaN,NaN
1407338550,NaN,NaN,NaN,27.5,0
1407338552,460.228903654,0,NaN,NaN,NaN
1407338713,NaN,NaN,1003,NaN,NaN
1407338851,NaN,NaN,NaN,24.2857142857,0
1407338852,486.343143813,0,NaN,NaN,NaN
1407339010,NaN,NaN,1091,NaN,NaN
1407339152,601.968106312,0,NaN,24.6428571429,0
1407339307,NaN,NaN,1286,NaN,NaN
1407339452,604.980333333,0,NaN,NaN,NaN
1407339453,NaN,NaN,NaN,24.6428571429,0
1407339620,NaN,NaN,980,NaN,NaN
1407339751,332.241,0,NaN,NaN,NaN
1407339754,NaN,NaN,NaN,24.6428571429,0
1407339911,NaN,NaN,921,NaN,NaN
1407340051,433.281,0,NaN,NaN,NaN
1407340055,NaN,NaN,NaN,24.6428571429,0
1407340212,NaN,NaN,1008,NaN,NaN
1407340351,518.159333333,0,NaN,NaN,NaN
1407340355,NaN,NaN,NaN,26.4285714286,0
1407340511,NaN,NaN,930,NaN,NaN
1407340651,567.548666667,0,NaN,NaN,NaN
1407340652,NaN,NaN,NaN,23.9285714286,0
1407340813,NaN,NaN,873,NaN,NaN
1407340951,210.174247492,31.8675585284,NaN,NaN,NaN
1407340953,NaN,NaN,NaN,0,518.928571429
1407341113,NaN,NaN,943,NaN,NaN
1407341251,22.9222591362,12.6784053156,NaN,NaN,NaN
1407341255,NaN,NaN,NaN,0,782.142857143
1407341420,NaN,NaN,770,NaN,NaN
