Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W]
1407254108,NaN,NaN,537,NaN,NaN
1407254249,NaN,NaN,NaN,0,104.285714286
1407254252,4.20033222591,6.31196013289,NaN,NaN,NaN
1407254413,NaN,NaN,560,NaN,NaN
1407254551,NaN,NaN,NaN,0,692.142857143
1407254552,19.7722408027,32.2846153846,NaN,NaN,NaN
1407254713,NaN,NaN,665,NaN,NaN
1407254852,165.590365449,978.118604651,NaN,0,1688.57142857
1407255007,NaN,NaN,754,NaN,NaN
1407255152,68.3628762542,60.8361204013,NaN,NaN,NaN
1407255154,NaN,NaN,NaN,0,495.714285714
1407255307,NaN,NaN,997,NaN,NaN
1407255451,173.18,378.997333333,NaN,NaN,NaN
1407255455,NaN,NaN,NaN,0,899.285714286
1407255620,NaN,NaN,853,NaN,NaN
1407255752,29.4588039867,45.1647840532,NaN,NaN,NaN
1407255756,NaN,NaN,NaN,0,1232.5
1407255910,NaN,NaN,807,NaN,NaN
1407256052,94.5732441472,67.3096989967,NaN,0,893.333333333
1407256207,NaN,NaN,809,NaN,NaN
1407256348,NaN,NaN,NaN,1419.96428571,0
1407256351,6.51266666667,7.92833333333,NaN,NaN,NaN
1407256512,NaN,NaN,787,NaN,NaN
1407256649,NaN,NaN,NaN,0,100.357142857
1407256651,3.73533333333,7.35233333333,NaN,NaN,NaN
1407256810,NaN,NaN,569,NaN,NaN
1407256950,NaN,NaN,NaN,0,262.5
1407256951,5.72533333333,6.37,NaN,NaN,NaN
1407257118,NaN,NaN,475,NaN,NaN
1407257251,4.55714285714,6.64285714286,NaN,0,235.714285714
1407257410,NaN,NaN,491,NaN,NaN
1407257551,5.73766666667,6.101,NaN,NaN,NaN
1407257552,NaN,NaN,NaN,0,202.142857143
1407257710,NaN,NaN,461,NaN,NaN
1407257851,5.19666666667,7.698,NaN,NaN,NaN
1407257853,NaN,NaN,NaN,0,233.214285714
1407258010,NaN,NaN,475,NaN,NaN
1407258151,12.8306666667,14.2016666667,NaN,NaN,NaN
1407258154,NaN,NaN,NaN,0,345.714285714
1407258311,NaN,NaN,481,NaN,NaN
1407258451,11.2513333333,10.436,NaN,NaN,NaN
1407258455,NaN,NaN,NaN,0,238.214285714
1407258623,NaN,NaN,579,NaN,NaN
1407258751,6.08266666667,6.66666666667,NaN,NaN,NaN
1407258755,NaN,NaN,NaN,0,127.5
1407258914,NaN,NaN,489,NaN,NaN
1407259051,5.008,7.58933333333,NaN,0,164.074074074
1407259209,NaN,NaN,498,NaN,NaN
1407259348,NaN,NaN,NaN,0,358.928571429
1407259351,14.633,14.762,NaN,NaN,NaN
1407259509,NaN,NaN,583,NaN,NaN
1407259649,NaN,NaN,NaN,0,307.142857143
1407259651,9.90766666667,14.443,NaN,NaN,NaN
1407259828,NaN,NaN,412,NaN,NaN
1407259950,NaN,NaN,NaN,0,352.5
1407259951,7.89433333333,6.674,NaN,NaN,NaN
1407260110,NaN,NaN,386,NaN,NaN
1407260251,4.294,6.23633333333,NaN,0,398.214285714
1407260407,NaN,NaN,342,NaN,NaN
1407260552,7.00132890365,9.15946843854,NaN,0,468.928571429
1407260710,NaN,NaN,274,NaN,NaN
1407260852,6.27966666667,8.853,NaN,NaN,NaN
1407260853,NaN,NaN,NaN,0,505.714285714
1407261008,NaN,NaN,233,NaN,NaN
1407261152,7.63846153846,9.57591973244,NaN,NaN,NaN
1407261154,NaN,NaN,NaN,0,622.857142857
1407261314,NaN,NaN,195,NaN,NaN
1407261451,6.08233333333,10.6993333333,NaN,NaN,NaN
1407261455,NaN,NaN,NaN,0,765.714285714
1407261606,NaN,NaN,133,NaN,NaN
1407261752,8.85149501661,9.88737541528,NaN,NaN,NaN
1407261755,NaN,NaN,NaN,0,874.642857143
1407261911,NaN,NaN,100,NaN,NaN
1407262052,4.95566666667,7.02933333333,NaN,0,902.962962963
1407262208,NaN,NaN,91,NaN,NaN
1407262349,NaN,NaN,NaN,0,928.214285714
1407262352,5.15633333333,7.15333333333,NaN,NaN,NaN
1407262516,NaN,NaN,93,NaN,NaN
1407262651,5.36966666667,8.846,NaN,NaN,NaN
1407262653,NaN,NaN,NaN,0,1069.64285714
1407262815,NaN,NaN,85,NaN,NaN
1407262951,6.269,7.376,NaN,NaN,NaN
1407262955,NaN,NaN,NaN,0,1166.07142857
1407263113,NaN,NaN,76,NaN,NaN
1407263251,7.08766666667,7.934,NaN,0,1180.74074074
1407263411,NaN,NaN,67,NaN,NaN
1407263550,NaN,NaN,NaN,0,1291.07142857
1407263551,8.10733333333,9.06033333333,NaN,NaN,NaN
1407263710,NaN,NaN,54,NaN,NaN
1407263851,5.505,7.426,NaN,0,1307.14285714
1407264012,NaN,NaN,47,NaN,NaN
1407264151,10.9463333333,14.4146666667,NaN,NaN,NaN
1407264153,NaN,NaN,NaN,0,1453.57142857
1407264310,NaN,NaN,0,NaN,NaN
1407264451,6.835,7.45,NaN,NaN,NaN
1407264454,NaN,NaN,NaN,0,1389.28571429
1407264751,7.36966666667,8.61966666667,NaN,NaN,NaN
1407264756,NaN,NaN,NaN,0,1407.14285714
1407265051,7.87466666667,7.36933333333,NaN,NaN,NaN
1407265052,NaN,NaN,NaN,0,1325.18518519
1407265349,NaN,NaN,NaN,0,1316.78571429
1407265351,9.239,10.4193333333,NaN,NaN,NaN
1407265650,NaN,NaN,NaN,0,1290.35714286
1407265651,4.39766666667,6.07966666667,NaN,NaN,NaN
1407265951,7.24333333333,7.48933333333,NaN,NaN,NaN
1407265954,NaN,NaN,NaN,0,1269.64285714
1407266252,6.96478405316,7.63754152824,NaN,NaN,NaN
1407266256,NaN,NaN,NaN,0,1252.5
1407266551,NaN,NaN,NaN,0,1174.81481481
1407266552,4.981,5.541,NaN,NaN,NaN
1407266848,NaN,NaN,NaN,0,1214.28571429
1407266852,8.952,12.488,NaN,NaN,NaN
1407267150,NaN,NaN,NaN,0,1247.5
1407267152,6.55351170569,6.47558528428,NaN,NaN,NaN
1407267451,7.11594684385,9.94750830565,NaN,0,1395
1407267751,6.85833333333,8.44733333333,NaN,NaN,NaN
1407267752,NaN,NaN,NaN,0,1389.64285714
1407268051,9.47056856187,10.5632107023,NaN,NaN,NaN
1407268053,NaN,NaN,NaN,0,1392.14285714
1407268351,5.97740863787,8.83355481728,NaN,NaN,NaN
1407268354,NaN,NaN,NaN,0,1406.78571429
1407268651,6.05633333333,7.69266666667,NaN,NaN,NaN
1407268655,NaN,NaN,NaN,0,1431.07142857
1407268951,9.10866666667,5.992,NaN,NaN,NaN
1407268956,NaN,NaN,NaN,0,1418.21428571
1407269251,5.66333333333,8.138,NaN,NaN,NaN
1407269256,NaN,NaN,NaN,0,1397.5
1407269551,7.45,7.12133333333,NaN,NaN,NaN
1407269553,NaN,NaN,NaN,0,1335.55555556
1407269848,NaN,NaN,NaN,0,1300
1407269851,11.959,13.6476666667,NaN,NaN,NaN
1407270149,NaN,NaN,NaN,0,1217.85714286
1407270151,6.67133333333,7.35166666667,NaN,NaN,NaN
1407270450,NaN,NaN,NaN,0,1067.14285714
1407270452,8.69568106312,7.48936877076,NaN,NaN,NaN
1407270751,NaN,NaN,NaN,0,993.214285714
1407270752,8.76923076923,9.81672240803,NaN,NaN,NaN
1407271052,7.08571428571,8.34617940199,NaN,0,1001.42857143
1407271352,5.94046822742,8,NaN,0,964.285714286
1407271651,6.37766666667,7.13766666667,NaN,NaN,NaN
1407271653,NaN,NaN,NaN,0,841.428571429
1407271952,6.11827242525,6.5634551495,NaN,NaN,NaN
1407271954,NaN,NaN,NaN,0,832.857142857
1407272252,6.97826086957,7.39297658863,NaN,NaN,NaN
1407272255,NaN,NaN,NaN,0,882.5
1407272552,7.32591362126,6.9488372093,NaN,NaN,NaN
1407272556,NaN,NaN,NaN,0,892.5
1407272851,5.00466666667,7.414,NaN,NaN,NaN
1407272852,NaN,NaN,NaN,0,979.62962963
1407273148,NaN,NaN,NaN,0,950
1407273151,5.59366666667,6.57833333333,NaN,NaN,NaN
1407273449,NaN,NaN,NaN,0,833.214285714
1407273451,6.23666666667,7.86266666667,NaN,NaN,NaN
1407273750,NaN,NaN,NaN,0,819.285714286
1407273751,7.50401337793,10.4973244147,NaN,NaN,NaN
1407274051,7.94551495017,6.2584717608,NaN,0,826.428571429
1407274351,8.242,7.17333333333,NaN,NaN,NaN
1407274352,NaN,NaN,NaN,0,643.928571429
1407274651,5.11233333333,6.90633333333,NaN,NaN,NaN
1407274653,NaN,NaN,NaN,0,619.642857143
1407274951,4.881,5.37766666667,NaN,NaN,NaN
1407274954,NaN,NaN,NaN,0,530.714285714
1407275251,3.72066666667,5.87466666667,NaN,NaN,NaN
1407275255,NaN,NaN,NaN,0,528.214285714
1407275551,4.348,5.69233333333,NaN,NaN,NaN
1407275556,NaN,NaN,NaN,0,527.5
1407275852,5.2096345515,5.72325581395,NaN,NaN,NaN
1407275857,NaN,NaN,NaN,0,527.857142857
