Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W]
1407212107,NaN,NaN,109,NaN,NaN
1407212251,0,390.264119601,NaN,NaN,NaN
1407212252,NaN,NaN,NaN,0,3276.96428571
1407212413,NaN,NaN,93,NaN,NaN
1407212551,0,395.742333333,NaN,NaN,NaN
1407212553,NaN,NaN,NaN,0,1656.03571429
1407212710,NaN,NaN,80,NaN,NaN
1407212851,0,272.183666667,NaN,NaN,NaN
1407212853,NaN,NaN,NaN,592.285714286,0
1407213008,NaN,NaN,65,NaN,NaN
1407213151,0,271.568666667,NaN,NaN,NaN
1407213154,NaN,NaN,NaN,467.678571429,0
1407213315,NaN,NaN,54,NaN,NaN
1407213452,0,183.772093023,NaN,NaN,NaN
1407213455,NaN,NaN,NaN,0,2102.28571429
1407213609,NaN,NaN,68,NaN,NaN
1407213752,0,183.801672241,NaN,NaN,NaN
1407213756,NaN,NaN,NaN,0,467.714285714
1407213918,NaN,NaN,77,NaN,NaN
1407214052,0,182.618936877,NaN,NaN,NaN
1407214056,NaN,NaN,NaN,1497,0
1407214209,NaN,NaN,73,NaN,NaN
1407214352,0,213.025333333,NaN,1017.55555556,0
1407214507,NaN,NaN,72,NaN,NaN
1407214649,NaN,NaN,NaN,773.5,0
1407214652,0,294.907666667,NaN,NaN,NaN
1407214810,NaN,NaN,64,NaN,NaN
1407214950,NaN,NaN,NaN,1045.57142857,0
1407214952,0,348.103344482,NaN,NaN,NaN
1407215109,NaN,NaN,95,NaN,NaN
1407215250,NaN,NaN,NaN,0,1724
1407215251,0,265.557333333,NaN,NaN,NaN
1407215406,NaN,NaN,122,NaN,NaN
1407215551,0,225.944,NaN,0,169.178571429
1407215709,NaN,NaN,178,NaN,NaN
1407215851,0,187.334333333,NaN,NaN,NaN
1407215852,NaN,NaN,NaN,0,3226.39285714
1407216006,NaN,NaN,203,NaN,NaN
1407216152,0,239.250830565,NaN,NaN,NaN
1407216153,NaN,NaN,NaN,0,1180.35714286
1407216309,NaN,NaN,176,NaN,NaN
1407216451,0,310.346,NaN,NaN,NaN
1407216454,NaN,NaN,NaN,0,1423.39285714
1407216619,NaN,NaN,159,NaN,NaN
1407216751,0,316.749666667,NaN,NaN,NaN
1407216756,NaN,NaN,NaN,0,2645.53571429
1407216912,NaN,NaN,159,NaN,NaN
1407217052,0,224.696345515,NaN,NaN,NaN
1407217057,NaN,NaN,NaN,0,3512.25
1407217210,NaN,NaN,157,NaN,NaN
1407217352,0,405.473578595,NaN,NaN,NaN
1407217353,NaN,NaN,NaN,0,333.037037037
1407217508,NaN,NaN,157,NaN,NaN
1407217649,NaN,NaN,NaN,0,2413.21428571
1407217651,0,673.701333333,NaN,NaN,NaN
1407217806,NaN,NaN,172,NaN,NaN
1407217950,NaN,NaN,NaN,883.285714286,0
1407217951,0,450.40367893,NaN,NaN,NaN
1407218106,NaN,NaN,186,NaN,NaN
1407218251,0,117.169435216,NaN,0,1574.46428571
1407218413,NaN,NaN,165,NaN,NaN
1407218551,0,184.486,NaN,NaN,NaN
1407218552,NaN,NaN,NaN,0,790.107142857
1407218716,NaN,NaN,143,NaN,NaN
1407218851,0,120.493666667,NaN,NaN,NaN
1407218853,NaN,NaN,NaN,0,409.75
1407219026,NaN,NaN,166,NaN,NaN
1407219151,0,157.922333333,NaN,NaN,NaN
1407219154,NaN,NaN,NaN,0,837.357142857
1407219309,NaN,NaN,152,NaN,NaN
1407219451,0,181.368,NaN,NaN,NaN
1407219456,NaN,NaN,NaN,0,492.964285714
1407219608,NaN,NaN,135,NaN,NaN
1407219751,0,155.938,NaN,0,1712.48148148
1407219913,NaN,NaN,172,NaN,NaN
1407220048,NaN,NaN,NaN,0,2478.75
1407220052,0,81.1109634551,NaN,NaN,NaN
1407220209,NaN,NaN,227,NaN,NaN
1407220349,NaN,NaN,NaN,0,286.571428571
1407220352,0,81.1663333333,NaN,NaN,NaN
1407220513,NaN,NaN,281,NaN,NaN
1407220649,NaN,NaN,NaN,1417.21428571,0
1407220652,49.572909699,26.1364548495,NaN,NaN,NaN
1407220807,NaN,NaN,473,NaN,NaN
1407220950,NaN,NaN,NaN,0,1133.85714286
1407220951,27.08,0.0236666666667,NaN,NaN,NaN
1407221115,NaN,NaN,403,NaN,NaN
1407221251,2.096,13.3946666667,NaN,0,72.6785714286
1407221407,NaN,NaN,377,NaN,NaN
1407221551,26.2993355482,55.5096345515,NaN,NaN,NaN
1407221552,NaN,NaN,NaN,1576.07142857,0
1407221707,NaN,NaN,560,NaN,NaN
1407221851,5.22233333333,4.21,NaN,NaN,NaN
1407221853,NaN,NaN,NaN,267.5,0
1407222008,NaN,NaN,700,NaN,NaN
1407222151,7.95833333333,6.454,NaN,NaN,NaN
1407222154,NaN,NaN,NaN,481.428571429,0
1407222307,NaN,NaN,783,NaN,NaN
1407222451,4.49766666667,7.74933333333,NaN,NaN,NaN
1407222455,NaN,NaN,NaN,477.5,0
1407222608,NaN,NaN,666,NaN,NaN
1407222751,4.65733333333,5.68633333333,NaN,NaN,NaN
1407222756,NaN,NaN,NaN,326.071428571,0
1407222915,NaN,NaN,640,NaN,NaN
1407223051,7.21166666667,4.861,NaN,NaN,NaN
1407223052,NaN,NaN,NaN,471.851851852,0
1407223212,NaN,NaN,943,NaN,NaN
1407223348,NaN,NaN,NaN,705,0
1407223351,5.533,5.84833333333,NaN,NaN,NaN
1407223507,NaN,NaN,1025,NaN,NaN
1407223649,NaN,NaN,NaN,737.857142857,0
1407223651,6.93433333333,6.19766666667,NaN,NaN,NaN
1407223807,NaN,NaN,1161,NaN,NaN
1407223950,NaN,NaN,NaN,768.571428571,0
1407223951,6.39733333333,7.87933333333,NaN,NaN,NaN
1407224107,NaN,NaN,1288,NaN,NaN
1407224251,NaN,NaN,NaN,1310.71428571,0
1407224252,11.1166112957,10.7664451827,NaN,NaN,NaN
1407224408,NaN,NaN,1314,NaN,NaN
1407224552,5.12608695652,9.27090301003,NaN,699.285714286,0
1407224726,NaN,NaN,1242,NaN,NaN
1407224851,6.08733333333,6.93233333333,NaN,NaN,NaN
1407224853,NaN,NaN,NaN,880.357142857,0
1407225009,NaN,NaN,1180,NaN,NaN
1407225152,4.43887043189,5.84186046512,NaN,NaN,NaN
1407225154,NaN,NaN,NaN,753.214285714,0
1407225307,NaN,NaN,1155,NaN,NaN
1407225452,7.14166666667,10.2476666667,NaN,NaN,NaN
1407225455,NaN,NaN,NaN,703.928571429,0
1407225607,NaN,NaN,1053,NaN,NaN
1407225752,12.6133333333,10.5076666667,NaN,NaN,NaN
1407225756,NaN,NaN,NaN,498.571428571,0
1407225908,NaN,NaN,1042,NaN,NaN
1407226052,10.6473333333,11.0376666667,NaN,NaN,NaN
1407226057,NaN,NaN,NaN,697.5,0
1407226211,NaN,NaN,1182,NaN,NaN
1407226352,9.38433333333,4.54066666667,NaN,NaN,NaN
1407226353,NaN,NaN,NaN,1023.33333333,0
1407226510,NaN,NaN,1625,NaN,NaN
1407226648,NaN,NaN,NaN,1465.35714286,0
1407226651,6.00566666667,5.36566666667,NaN,NaN,NaN
1407226807,NaN,NaN,1922,NaN,NaN
1407226949,NaN,NaN,NaN,1422.5,0
1407226951,28.8646666667,27.5413333333,NaN,NaN,NaN
1407227115,NaN,NaN,2216,NaN,NaN
1407227250,NaN,NaN,NaN,1713.57142857,0
1407227251,16.0053511706,29.4725752508,NaN,NaN,NaN
1407227410,NaN,NaN,1219,NaN,NaN
1407227551,15.6142857143,15.6890365449,NaN,1257.5,0
1407227716,NaN,NaN,1137,NaN,NaN
1407227851,18.8693333333,8.92666666667,NaN,NaN,NaN
1407227852,NaN,NaN,NaN,1143.57142857,0
1407228006,NaN,NaN,2097,NaN,NaN
1407228151,12.1433333333,16.9846666667,NaN,NaN,NaN
1407228153,NaN,NaN,NaN,1303.21428571,0
1407228307,NaN,NaN,1627,NaN,NaN
1407228451,11.113,17.4513333333,NaN,NaN,NaN
1407228454,NaN,NaN,NaN,982.142857143,0
1407228608,NaN,NaN,1244,NaN,NaN
1407228751,4.951,11.7783333333,NaN,NaN,NaN
1407228755,NaN,NaN,NaN,657.857142857,0
1407228906,NaN,NaN,846,NaN,NaN
1407229051,4.718,6.562,NaN,NaN,NaN
1407229055,NaN,NaN,NaN,432.5,0
1407229211,NaN,NaN,922,NaN,NaN
1407229351,11.7086666667,4.255,NaN,NaN,NaN
1407229356,NaN,NaN,NaN,769.642857143,0
1407229507,NaN,NaN,1608,NaN,NaN
1407229651,8.53133333333,9.43966666667,NaN,NaN,NaN
1407229652,NaN,NaN,NaN,1045.92592593,0
1407229810,NaN,NaN,1544,NaN,NaN
1407229948,NaN,NaN,NaN,1308.21428571,0
1407229951,9.478,5.085,NaN,NaN,NaN
1407230108,NaN,NaN,1956,NaN,NaN
1407230249,NaN,NaN,NaN,1872.5,0
1407230251,12.678,8.28233333333,NaN,NaN,NaN
1407230416,NaN,NaN,2423,NaN,NaN
1407230550,NaN,NaN,NaN,2110,0
1407230552,7.51196013289,10.0601328904,NaN,NaN,NaN
1407230713,NaN,NaN,2234,NaN,NaN
1407230852,4.87959866221,6.89799331104,NaN,1971.07142857,0
1407231009,NaN,NaN,2263,NaN,NaN
1407231152,4.60631229236,15.7681063123,NaN,NaN,NaN
1407231153,NaN,NaN,NaN,1576.42857143,0
1407231307,NaN,NaN,1296,NaN,NaN
1407231452,4.99364548495,7.05016722408,NaN,NaN,NaN
1407231453,NaN,NaN,NaN,992.857142857,0
1407231622,NaN,NaN,1312,NaN,NaN
1407231751,8.48073089701,6.07209302326,NaN,NaN,NaN
1407231755,NaN,NaN,NaN,1127.85714286,0
1407231914,NaN,NaN,1554,NaN,NaN
1407232051,12.7446666667,3.97133333333,NaN,NaN,NaN
1407232056,NaN,NaN,NaN,1654.28571429,0
1407232213,NaN,NaN,2552,NaN,NaN
1407232352,7.5950166113,7.34617940199,NaN,NaN,NaN
1407232357,NaN,NaN,NaN,2248.92857143,0
1407232510,NaN,NaN,2609,NaN,NaN
1407232652,7.18394648829,6.16454849498,NaN,NaN,NaN
1407232653,NaN,NaN,NaN,2426.66666667,0
1407232807,NaN,NaN,2914,NaN,NaN
1407232948,NaN,NaN,NaN,2405,0
1407232951,7.93433333333,6.06433333333,NaN,NaN,NaN
1407233115,NaN,NaN,3031,NaN,NaN
1407233250,NaN,NaN,NaN,2524.64285714,0
1407233251,6.74866666667,12.353,NaN,NaN,NaN
1407233419,NaN,NaN,2728,NaN,NaN
1407233550,NaN,NaN,NaN,1986.78571429,0
1407233551,6.179,9.69866666667,NaN,NaN,NaN
1407233707,NaN,NaN,2564,NaN,NaN
1407233851,11.29,7.72,NaN,2175,0
1407234006,NaN,NaN,3075,NaN,NaN
1407234151,8.925,10.7346666667,NaN,NaN,NaN
1407234152,NaN,NaN,NaN,2509.28571429,0
1407234309,NaN,NaN,2957,NaN,NaN
1407234451,13.1176666667,18.077,NaN,NaN,NaN
1407234453,NaN,NaN,NaN,1615.71428571,0
1407234612,NaN,NaN,2886,NaN,NaN
1407234751,8.31533333333,10.8263333333,NaN,NaN,NaN
1407234754,NaN,NaN,NaN,2095,0
1407234914,NaN,NaN,2223,NaN,NaN
1407235052,7.93322259136,5.89136212625,NaN,NaN,NaN
1407235055,NaN,NaN,NaN,2086.42857143,0
1407235208,NaN,NaN,2488,NaN,NaN
1407235352,10.3090301003,13.3745819398,NaN,NaN,NaN
1407235356,NaN,NaN,NaN,1886.07142857,0
1407235511,NaN,NaN,2375,NaN,NaN
1407235651,12.1486666667,17.3886666667,NaN,1580,0
1407235806,NaN,NaN,2153,NaN,NaN
1407235948,NaN,NaN,NaN,1107.5,0
1407235951,4.89966666667,15.7056666667,NaN,NaN,NaN
1407236106,NaN,NaN,1247,NaN,NaN
1407236249,NaN,NaN,NaN,808.928571429,0
1407236252,8.54086378738,9.9853820598,NaN,NaN,NaN
1407236415,NaN,NaN,1208,NaN,NaN
1407236550,NaN,NaN,NaN,801.785714286,0
1407236552,9.43266666667,9.784,NaN,NaN,NaN
1407236707,NaN,NaN,1336,NaN,NaN
1407236851,6.00733333333,7.161,NaN,970.357142857,0
1407237010,NaN,NaN,1368,NaN,NaN
1407237151,5.64466666667,5.78633333333,NaN,985.357142857,0
1407237309,NaN,NaN,1417,NaN,NaN
1407237451,6.08494983278,6.64013377926,NaN,NaN,NaN
1407237452,NaN,NaN,NaN,1108.57142857,0
1407237614,NaN,NaN,1559,NaN,NaN
1407237751,7.06744186047,5.59900332226,NaN,NaN,NaN
1407237753,NaN,NaN,NaN,1233.21428571,0
1407237910,NaN,NaN,1722,NaN,NaN
1407238051,19.0643333333,7.91266666667,NaN,NaN,NaN
1407238054,NaN,NaN,NaN,1839.64285714,0
1407238208,NaN,NaN,2982,NaN,NaN
1407238351,69.432,3.30966666667,NaN,NaN,NaN
1407238355,NaN,NaN,NaN,2617.85714286,0
1407238514,NaN,NaN,3691,NaN,NaN
1407238651,455.109666667,7.71833333333,NaN,NaN,NaN
1407238656,NaN,NaN,NaN,2602.14285714,0
1407238810,NaN,NaN,3555,NaN,NaN
1407238951,310.033333333,0.0973333333333,NaN,NaN,NaN
1407238952,NaN,NaN,NaN,2474.44444444,0
1407239122,NaN,NaN,3196,NaN,NaN
1407239248,NaN,NaN,NaN,2034.28571429,0
1407239251,33.703,18.0513333333,NaN,NaN,NaN
1407239415,NaN,NaN,2222,NaN,NaN
1407239548,NaN,NaN,NaN,0,400
1407239551,17.4166666667,46.404,NaN,NaN,NaN
1407239707,NaN,NaN,1661,NaN,NaN
1407239849,NaN,NaN,NaN,0,939.642857143
1407239851,10.7006666667,14.3113333333,NaN,NaN,NaN
1407240010,NaN,NaN,1470,NaN,NaN
1407240150,NaN,NaN,NaN,671.428571429,0
1407240152,41.5996677741,11.9574750831,NaN,NaN,NaN
1407240309,NaN,NaN,2109,NaN,NaN
1407240451,NaN,NaN,NaN,1867.85714286,0
1407240452,22.7451505017,19.0501672241,NaN,NaN,NaN
1407240614,NaN,NaN,2686,NaN,NaN
1407240751,9.76766666667,25.7396666667,NaN,NaN,NaN
1407240752,NaN,NaN,NaN,1539.28571429,0
1407240919,NaN,NaN,1197,NaN,NaN
1407241051,16.5106666667,12.6493333333,NaN,NaN,NaN
1407241053,NaN,NaN,NaN,798.928571429,0
1407241220,NaN,NaN,1728,NaN,NaN
1407241352,59.8651162791,58.1598006645,NaN,NaN,NaN
1407241354,NaN,NaN,NaN,1131.78571429,0
1407241513,NaN,NaN,2054,NaN,NaN
1407241652,207.092,5.98633333333,NaN,NaN,NaN
1407241656,NaN,NaN,NaN,1726.07142857,0
1407241807,NaN,NaN,2789,NaN,NaN
1407241951,101.419666667,14.4123333333,NaN,NaN,NaN
1407241957,NaN,NaN,NaN,1336.42857143,0
1407242112,NaN,NaN,1628,NaN,NaN
1407242251,45.4763333333,19.0466666667,NaN,NaN,NaN
1407242253,NaN,NaN,NaN,1227.03703704,0
1407242413,NaN,NaN,1970,NaN,NaN
1407242548,NaN,NaN,NaN,1365.35714286,0
1407242551,150.695333333,8.70033333333,NaN,NaN,NaN
1407242715,NaN,NaN,2338,NaN,NaN
1407242850,NaN,NaN,NaN,1410,0
1407242851,806.295333333,2.691,NaN,NaN,NaN
1407243011,NaN,NaN,3213,NaN,NaN
1407243151,1321.89366667,0,NaN,1327.14285714,0
1407243317,NaN,NaN,3378,NaN,NaN
1407243451,1798.514,0,NaN,NaN,NaN
1407243452,NaN,NaN,NaN,1243.57142857,0
1407243611,NaN,NaN,3011,NaN,NaN
1407243751,1473.78026756,0,NaN,NaN,NaN
1407243753,NaN,NaN,NaN,1160.35714286,0
1407243906,NaN,NaN,3895,NaN,NaN
1407244051,2002.46644518,0,NaN,NaN,NaN
1407244054,NaN,NaN,NaN,1081.42857143,0
1407244211,NaN,NaN,3321,NaN,NaN
1407244351,2013.657,0,NaN,NaN,NaN
1407244355,NaN,NaN,NaN,999.285714286,0
1407244506,NaN,NaN,1546,NaN,NaN
1407244651,681.766333333,0,NaN,NaN,NaN
1407244656,NaN,NaN,NaN,917.857142857,0
1407244824,NaN,NaN,3876,NaN,NaN
1407244951,1908.93766667,0,NaN,NaN,NaN
1407244953,NaN,NaN,NaN,841.851851852,0
1407245107,NaN,NaN,1454,NaN,NaN
1407245248,NaN,NaN,NaN,773.214285714,0
1407245252,662.651495017,0,NaN,NaN,NaN
1407245409,NaN,NaN,3871,NaN,NaN
1407245549,NaN,NaN,NaN,705.714285714,0
1407245552,1840.32876254,0,NaN,NaN,NaN
1407245709,NaN,NaN,3157,NaN,NaN
1407245850,NaN,NaN,NaN,644.642857143,0
1407245851,2134.278,0,NaN,NaN,NaN
1407246010,NaN,NaN,2990,NaN,NaN
1407246151,NaN,NaN,NaN,578.928571429,0
1407246152,768.023255814,13.042192691,NaN,NaN,NaN
1407246312,NaN,NaN,3686,NaN,NaN
1407246452,1996.443,0,NaN,531.785714286,0
1407246608,NaN,NaN,3049,NaN,NaN
1407246752,1366.74080268,0,NaN,NaN,NaN
1407246753,NaN,NaN,NaN,483.571428571,0
1407246911,NaN,NaN,1534,NaN,NaN
1407247051,2054.55116279,0,NaN,NaN,NaN
1407247054,NaN,NaN,NaN,441.428571429,0
1407247210,NaN,NaN,3953,NaN,NaN
1407247351,2374.75966667,0,NaN,NaN,NaN
1407247355,NaN,NaN,NaN,400.714285714,0
1407247575,NaN,NaN,3845,NaN,NaN
1407247651,2843.71833333,0,NaN,NaN,NaN
1407247657,NaN,NaN,NaN,358.214285714,0
1407247820,NaN,NaN,3497,NaN,NaN
1407247951,2380.266,0,NaN,NaN,NaN
1407247953,NaN,NaN,NaN,327.037037037,0
1407248106,NaN,NaN,3364,NaN,NaN
1407248249,NaN,NaN,NaN,297.857142857,0
1407248251,2210.18633333,0,NaN,NaN,NaN
1407248417,NaN,NaN,2867,NaN,NaN
1407248549,NaN,NaN,NaN,273.571428571,0
1407248551,1394.92033333,0,NaN,NaN,NaN
1407248707,NaN,NaN,2517,NaN,NaN
1407248850,NaN,NaN,NaN,255.357142857,0
1407248851,2086.393,0,NaN,NaN,NaN
1407249026,NaN,NaN,1241,NaN,NaN
1407249151,818.564666667,0,NaN,235.357142857,0
1407249317,NaN,NaN,3739,NaN,NaN
1407249451,2504.93366667,0,NaN,NaN,NaN
1407249452,NaN,NaN,NaN,220.714285714,0
1407249612,NaN,NaN,3609,NaN,NaN
1407249752,1052.05049834,0,NaN,NaN,NaN
1407249753,NaN,NaN,NaN,206.071428571,0
1407249910,NaN,NaN,1092,NaN,NaN
1407250052,166.989966555,0,NaN,NaN,NaN
1407250054,NaN,NaN,NaN,197.857142857,0
1407250207,NaN,NaN,892,NaN,NaN
1407250351,201.345333333,0,NaN,NaN,NaN
1407250355,NaN,NaN,NaN,188.571428571,0
1407250507,NaN,NaN,1102,NaN,NaN
1407250652,1448.44651163,0,NaN,NaN,NaN
1407250656,NaN,NaN,NaN,178.214285714,0
1407250817,NaN,NaN,1809,NaN,NaN
1407250951,NaN,NaN,NaN,175.555555556,0
1407250952,1816.04782609,0,NaN,NaN,NaN
1407251113,NaN,NaN,2874,NaN,NaN
1407251247,NaN,NaN,NaN,165.357142857,0
1407251251,1010.15933333,0,NaN,NaN,NaN
1407251408,NaN,NaN,1214,NaN,NaN
1407251548,NaN,NaN,NaN,160.357142857,0
1407251552,434.237873754,0,NaN,NaN,NaN
1407251714,NaN,NaN,1263,NaN,NaN
1407251849,NaN,NaN,NaN,152.857142857,0
1407251852,142.511705686,8.56053511706,NaN,NaN,NaN
1407252014,NaN,NaN,567,NaN,NaN
1407252151,4.89533333333,5.76633333333,NaN,0,1366.10714286
1407252307,NaN,NaN,447,NaN,NaN
1407252450,65.9316666667,64.6173333333,NaN,NaN,NaN
1407252452,NaN,NaN,NaN,0,2194.07142857
1407252609,NaN,NaN,663,NaN,NaN
1407252750,11.16,33.5703333333,NaN,NaN,NaN
1407252753,NaN,NaN,NaN,0,1240
1407252920,NaN,NaN,804,NaN,NaN
1407253051,83.2388704319,63.0465116279,NaN,NaN,NaN
1407253054,NaN,NaN,NaN,0,91.7857142857
1407253211,NaN,NaN,616,NaN,NaN
1407253351,3.74866666667,10.513,NaN,NaN,NaN
1407253355,NaN,NaN,NaN,126.428571429,0
1407253509,NaN,NaN,487,NaN,NaN
1407253652,40.7784053156,46.9664451827,NaN,NaN,NaN
1407253656,NaN,NaN,NaN,0,154.285714286
1407253826,NaN,NaN,556,NaN,NaN
1407253952,5.07391304348,6.16053511706,NaN,0,93.7037037037
