Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1407448951,8.885,4.77,NaN,NaN,NaN,0,0,0
1407448952,NaN,NaN,NaN,0,375,0,0,0
1407449251,4.13566666667,6.96433333333,NaN,NaN,NaN,0,0,0
1407449254,NaN,NaN,NaN,0,365.714285714,0,0,0
1407449551,5.06733333333,6.296,NaN,NaN,NaN,0,0,0
1407449555,NaN,NaN,NaN,0,370.357142857,0,0,0
1407449851,3.45,7.16433333333,NaN,NaN,NaN,0,0,0
1407449852,NaN,NaN,NaN,0,373.703703704,0,0,0
1407450148,NaN,NaN,NaN,0,373.214285714,0,0,0
1407450152,4.00132890365,6.76511627907,NaN,NaN,NaN,0,0,0
1407450450,NaN,NaN,NaN,0,370,0,0,0
1407450452,3.67959866221,5.01872909699,NaN,NaN,NaN,0,0,0
1407450751,8.232,8.22833333333,NaN,0,445,0,0,0
1407451052,4.17242524917,5.59136212625,NaN,NaN,NaN,0,0,0
1407451053,NaN,NaN,NaN,0,474.642857143,0,0,0
1407451352,3.35317725753,5.67090301003,NaN,NaN,NaN,0,0,0
1407451354,NaN,NaN,NaN,0,462.142857143,0,0,0
1407451652,5.18903654485,4.8926910299,NaN,NaN,NaN,0,0,0
1407451656,NaN,NaN,NaN,0,457.5,0,0,0
1407451952,3.63110367893,5.23578595318,NaN,0,452.962962963,0,0,0
1407452248,NaN,NaN,NaN,0,433.214285714,0,0,0
1407452251,5.08333333333,4.51533333333,NaN,NaN,NaN,0,0,0
1407452550,NaN,NaN,NaN,0,381.071428571,0,0,0
1407452551,5.3365448505,4.48671096346,NaN,NaN,NaN,0,0,0
1407452851,4.626,6.90633333333,NaN,NaN,NaN,0,0,0
1407452852,NaN,NaN,NaN,0,380,0,0,0
1407453151,8.70100334448,10.643812709,NaN,NaN,NaN,0,0,0
1407453153,NaN,NaN,NaN,0,397.5,0,0,0
1407453451,4.11727574751,5.10132890365,NaN,NaN,NaN,0,0,0
1407453455,NaN,NaN,NaN,0,384.642857143,0,0,0
1407453751,4.62633333333,7.47,NaN,0,407.777777778,0,0,0
1407454048,NaN,NaN,NaN,0,431.071428571,0,0,0
1407454051,5.88166666667,6.758,NaN,NaN,NaN,0,0,0
1407454350,NaN,NaN,NaN,0,402.857142857,0,0,0
1407454351,5.663,5.88133333333,NaN,NaN,NaN,0,0,0
1407454651,7.55533333333,7.29833333333,NaN,NaN,NaN,0,0,0
1407454652,NaN,NaN,NaN,0,321.428571429,0,0,0
1407454951,4.01133333333,5.67533333333,NaN,NaN,NaN,0,0,0
1407454953,NaN,NaN,NaN,0,221.785714286,0,0,0
1407455251,5.08666666667,5.15066666667,NaN,NaN,NaN,0,0,0
1407455255,NaN,NaN,NaN,0,225,0,0,0
1407455551,4.32233333333,6.216,NaN,0,220,0,0,0
1407455848,NaN,NaN,NaN,0,322.142857143,0,0,0
1407455851,6.196,7.87366666667,NaN,NaN,NaN,0,0,0
1407456150,NaN,NaN,NaN,0,320.357142857,0,0,0
1407456151,5.64266666667,5.25166666667,NaN,NaN,NaN,0,0,0
1407456451,4.545,5.53333333333,NaN,0,314.285714286,0,0,0
1407456752,4.8657807309,7.97607973422,NaN,0,324.642857143,0,0,0
1407457052,4.39266666667,5.41133333333,NaN,NaN,NaN,0,0,0
1407457054,NaN,NaN,NaN,0,310.714285714,0,0,0
1407457352,5.66488294314,5.827090301,NaN,NaN,NaN,0,0,0
1407457355,NaN,NaN,NaN,0,251.428571429,0,0,0
1407457651,3.92633333333,5.70266666667,NaN,0,217.777777778,0,0,0
1407457948,NaN,NaN,NaN,0,222.5,0,0,0
1407457951,4.27209302326,4.29933554817,NaN,NaN,NaN,0,0,0
1407458249,NaN,NaN,NaN,0,218.928571429,0,0,0
1407458251,3.94166666667,4.877,NaN,NaN,NaN,0,0,0
1407458551,4.07357859532,5.82307692308,NaN,0,217.857142857,0,0,0
