Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1408312952,6.98791946309,5.23154362416,NaN,NaN,NaN,0,0,0
1408312955,NaN,NaN,NaN,0,560.740740741,0,0,0
1408313251,7.93933333333,10.0713333333,NaN,0,618.571428571,0,0,0
1408313551,5.95566666667,6.28133333333,NaN,NaN,NaN,0,0,0
1408313552,NaN,NaN,NaN,0,630,0,0,0
1408313851,5.15866666667,6.77866666667,NaN,NaN,NaN,0,0,0
1408313853,NaN,NaN,NaN,0,606.071428571,0,0,0
1408314151,5.286,6.71666666667,NaN,NaN,NaN,0,0,0
1408314154,NaN,NaN,NaN,0,601.785714286,0,0,0
1408314451,3.82166666667,5.78333333333,NaN,NaN,NaN,0,0,0
1408314455,NaN,NaN,NaN,0,596.428571429,0,0,0
1408314751,5.845,5.75533333333,NaN,0,614.814814815,0,0,0
1408315047,NaN,NaN,NaN,0,539.642857143,0,0,0
1408315051,6.33933333333,10.39,NaN,NaN,NaN,0,0,0
1408315348,NaN,NaN,NaN,0,515.714285714,0,0,0
1408315351,9.09666666667,6.35033333333,NaN,NaN,NaN,0,0,0
1408315650,NaN,NaN,NaN,0,428.571428571,0,0,0
1408315652,5.15382059801,5.85880398671,NaN,NaN,NaN,0,0,0
1408315951,NaN,NaN,NaN,0,367.5,0,0,0
1408315952,9.12466666667,6.96266666667,NaN,NaN,NaN,0,0,0
1408316251,5.14180602007,8.12608695652,NaN,NaN,NaN,0,0,0
1408316252,NaN,NaN,NaN,0,204.642857143,0,0,0
1408316551,6.86146179402,6.17574750831,NaN,NaN,NaN,0,0,0
1408316553,NaN,NaN,NaN,0,209.285714286,0,0,0
1408316851,4.78,5.71933333333,NaN,NaN,NaN,0,0,0
1408316854,NaN,NaN,NaN,0,205.357142857,0,0,0
1408317151,9.768,10.6933333333,NaN,NaN,NaN,0,0,0
1408317155,NaN,NaN,NaN,0,219.642857143,0,0,0
1408317451,3.59565217391,6.48227424749,NaN,0,205.185185185,0,0,0
1408317747,NaN,NaN,NaN,0,227.5,0,0,0
1408317751,4.65880398671,6.28073089701,NaN,NaN,NaN,0,0,0
1408318048,NaN,NaN,NaN,0,234.285714286,0,0,0
1408318051,4.6397993311,5.89464882943,NaN,NaN,NaN,0,0,0
1408318349,NaN,NaN,NaN,0,271.428571429,0,0,0
1408318351,4.74717607973,5.28604651163,NaN,NaN,NaN,0,0,0
1408318650,NaN,NaN,NaN,0,237.142857143,0,0,0
1408318651,4.92666666667,5.84333333333,NaN,NaN,NaN,0,0,0
1408318951,6.379,8.67766666667,NaN,0,267.142857143,0,0,0
1408319251,4.69533333333,6.189,NaN,NaN,NaN,0,0,0
1408319252,NaN,NaN,NaN,0,304.642857143,0,0,0
1408319551,5.41733333333,6.081,NaN,NaN,NaN,0,0,0
1408319553,NaN,NaN,NaN,0,312.142857143,0,0,0
1408319851,5.337,5.51266666667,NaN,NaN,NaN,0,0,0
1408319854,NaN,NaN,NaN,0,298.214285714,0,0,0
1408320152,5.99734219269,5.01495016611,NaN,NaN,NaN,0,0,0
1408320155,NaN,NaN,NaN,0,296.428571429,0,0,0
1408320452,5.04333333333,5.86766666667,NaN,NaN,NaN,0,0,0
1408320456,NaN,NaN,NaN,0,346.785714286,0,0,0
1408320752,4.64733333333,5.64766666667,NaN,NaN,NaN,0,0,0
1408320753,NaN,NaN,NaN,0,256.296296296,0,0,0
1408321049,NaN,NaN,NaN,0,209.285714286,0,0,0
1408321052,3.77833333333,5.19566666667,NaN,NaN,NaN,0,0,0
1408321350,NaN,NaN,NaN,0,202.857142857,0,0,0
1408321351,4.14180602007,6.03946488294,NaN,NaN,NaN,0,0,0
1408321650,4.01566666667,6.24833333333,NaN,NaN,NaN,0,0,0
1408321651,NaN,NaN,NaN,0,207.142857143,0,0,0
1408321951,5.79069767442,5.64318936877,NaN,NaN,NaN,0,0,0
1408321952,NaN,NaN,NaN,0,206.785714286,0,0,0
1408322251,3.96933333333,6.32833333333,NaN,NaN,NaN,0,0,0
1408322253,NaN,NaN,NaN,0,205.714285714,0,0,0
1408322551,5.417,7.07033333333,NaN,NaN,NaN,0,0,0
1408322554,NaN,NaN,NaN,0,260,0,0,0
1408322851,4.77,4.33666666667,NaN,NaN,NaN,0,0,0
1408322855,NaN,NaN,NaN,0,261.428571429,0,0,0
1408323151,3.89666666667,6.18466666667,NaN,NaN,NaN,0,0,0
1408323156,NaN,NaN,NaN,0,207.5,0,0,0
1408323451,5.01766666667,4.33466666667,NaN,NaN,NaN,0,0,0
1408323453,NaN,NaN,NaN,0,211.481481481,0,0,0
1408323749,NaN,NaN,NaN,0,204.642857143,0,0,0
1408323751,4.98833333333,5.63366666667,NaN,NaN,NaN,0,0,0
1408324050,NaN,NaN,NaN,0,203.214285714,0,0,0
1408324051,3.896,6.355,NaN,NaN,NaN,0,0,0
1408324351,4.01166666667,6.086,NaN,0,219.642857143,0,0,0
1408324651,4.264,7.16233333333,NaN,NaN,NaN,0,0,0
1408324652,NaN,NaN,NaN,0,315,0,0,0
1408324951,5.81333333333,4.88633333333,NaN,NaN,NaN,0,0,0
1408324953,NaN,NaN,NaN,0,349.642857143,0,0,0
1408325251,4.067,5.92333333333,NaN,NaN,NaN,0,0,0
1408325254,NaN,NaN,NaN,0,304.285714286,0,0,0
1408325552,5.45581395349,6.0073089701,NaN,NaN,NaN,0,0,0
1408325555,NaN,NaN,NaN,0,302.142857143,0,0,0
1408325852,4.80466666667,5.64266666667,NaN,NaN,NaN,0,0,0
1408325857,NaN,NaN,NaN,0,298.571428571,0,0,0
1408326152,4.061,5.361,NaN,NaN,NaN,0,0,0
1408326153,NaN,NaN,NaN,0,295.555555556,0,0,0
1408326448,NaN,NaN,NaN,0,239.642857143,0,0,0
1408326451,6.22441471572,6.83377926421,NaN,NaN,NaN,0,0,0
1408326749,NaN,NaN,NaN,1799.53571429,0,0,0,0
1408326750,0.582333333333,213.930333333,NaN,NaN,NaN,0,0,0
1408327051,0,250.925581395,NaN,5732.07142857,0,0,0,0
1408327351,0,218.809333333,NaN,NaN,NaN,0,0,0
1408327352,NaN,NaN,NaN,4365.82142857,0,0,0,0
1408327651,0,224.547666667,NaN,NaN,NaN,0,0,0
1408327653,NaN,NaN,NaN,0,441.178571429,0,0,0
1408327951,0,225.616333333,NaN,NaN,NaN,0,0,0
1408327954,NaN,NaN,NaN,1153.03571429,0,0,0,0
1408328251,0,222.291666667,NaN,NaN,NaN,0,0,0
1408328256,NaN,NaN,NaN,2340.67857143,0,0,0,0
1408328551,0,241.971333333,NaN,0,73.5185185185,0,0,0
1408328848,NaN,NaN,NaN,0,316.428571429,0,0,0
1408328851,0,285.958666667,NaN,NaN,NaN,0,0,0
1408329149,NaN,NaN,NaN,424.964285714,0,0,0,0
1408329151,0,242.164,NaN,NaN,NaN,0,0,0
1408329450,NaN,NaN,NaN,0,584.035714286,0,0,0
1408329451,0,221.691,NaN,NaN,NaN,0,0,0
1408329751,0,221.493333333,NaN,1909.85714286,0,0,0,0
1408330052,0,220.16744186,NaN,1309.21428571,0,0,0,0
1408330352,0,242.83277592,NaN,NaN,NaN,0,0,0
1408330353,NaN,NaN,NaN,1784.92857143,0,0,0,0
1408330651,0,385.532666667,NaN,NaN,NaN,0,0,0
1408330654,NaN,NaN,NaN,0,532.642857143,0,0,0
1408330952,0,375.374086379,NaN,NaN,NaN,0,0,0
1408330956,NaN,NaN,NaN,1012.39285714,0,0,0,0
1408331252,0,324.624414716,NaN,2292.85185185,0,0,0,0
1408331548,NaN,NaN,NaN,0,1097.46428571,0,0,0
1408331551,0,319.814,NaN,NaN,NaN,0,0,0
1408331849,NaN,NaN,NaN,0,206.642857143,0,0,0
1408331851,0,318.206644518,NaN,NaN,NaN,0,0,0
1408332150,NaN,NaN,NaN,610.321428571,0,0,0,0
1408332151,0,285.74,NaN,NaN,NaN,0,0,0
1408332451,0,309.280333333,NaN,0,767.178571429,0,0,0
1408332751,0,1935.034,NaN,NaN,NaN,0,0,0
1408332752,NaN,NaN,NaN,1800.42857143,0,0,0,0
1408333051,0,2531.07,NaN,NaN,NaN,0,0,0
1408333054,NaN,NaN,NaN,0,1298.5,0,0,0
1408333351,0,2091.671,NaN,NaN,NaN,0,0,0
1408333355,NaN,NaN,NaN,0,711.321428571,0,0,0
1408333652,0,1883.95714286,NaN,NaN,NaN,0,0,0
1408333656,NaN,NaN,NaN,1068.14285714,0,0,0,0
