Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1407621752,8.33489932886,3.00167785235,NaN,0,381.071428571,0,0,0
1407622052,5.18737541528,6.85747508306,NaN,NaN,NaN,0,0,0
1407622054,NaN,NaN,NaN,0,372.142857143,0,0,0
1407622352,4.52558139535,7.15415282392,NaN,NaN,NaN,0,0,0
1407622356,NaN,NaN,NaN,0,370,0,0,0
1407622651,4.33825503356,5.72214765101,NaN,NaN,NaN,0,0,0
1407622653,NaN,NaN,NaN,0,370.37037037,0,0,0
1407622949,NaN,NaN,NaN,0,365.357142857,0,0,0
1407622951,4.11860465116,7.31694352159,NaN,NaN,NaN,0,0,0
1407623251,4.77866666667,5.39866666667,NaN,0,371.071428571,0,0,0
1407623551,5.43444816054,6.30568561873,NaN,NaN,NaN,0,0,0
1407623552,NaN,NaN,NaN,0,385.714285714,0,0,0
1407623851,3.77940199336,4.9976744186,NaN,NaN,NaN,0,0,0
1407623854,NaN,NaN,NaN,0,385.714285714,0,0,0
1407624151,7.76,9.60466666667,NaN,NaN,NaN,0,0,0
1407624156,NaN,NaN,NaN,0,415.714285714,0,0,0
1407624451,5.00733333333,5.335,NaN,NaN,NaN,0,0,0
1407624452,NaN,NaN,NaN,0,470.37037037,0,0,0
1407624749,NaN,NaN,NaN,0,461.785714286,0,0,0
1407624751,4.46,5.64833333333,NaN,NaN,NaN,0,0,0
1407625051,NaN,NaN,NaN,0,462.857142857,0,0,0
1407625052,3.66013289037,5.26710963455,NaN,NaN,NaN,0,0,0
1407625352,6.30533333333,6.013,NaN,0,465.714285714,0,0,0
1407625652,5.23879598662,7.30969899666,NaN,NaN,NaN,0,0,0
1407625654,NaN,NaN,NaN,0,456.785714286,0,0,0
1407625951,9.60633333333,9.498,NaN,NaN,NaN,0,0,0
1407625956,NaN,NaN,NaN,0,390.714285714,0,0,0
1407626251,4.45933333333,6.29133333333,NaN,NaN,NaN,0,0,0
1407626252,NaN,NaN,NaN,0,362.962962963,0,0,0
1407626549,NaN,NaN,NaN,0,364.285714286,0,0,0
1407626551,4.13666666667,5.445,NaN,NaN,NaN,0,0,0
1407626850,NaN,NaN,NaN,0,363.928571429,0,0,0
1407626852,4.67873754153,6.10764119601,NaN,NaN,NaN,0,0,0
1407627152,5.62366666667,5.889,NaN,0,362.142857143,0,0,0
1407627451,4.99899665552,5.96789297659,NaN,NaN,NaN,0,0,0
1407627454,NaN,NaN,NaN,0,363.928571429,0,0,0
1407627751,4.01063122924,6.19136212625,NaN,NaN,NaN,0,0,0
1407627755,NaN,NaN,NaN,0,358.928571429,0,0,0
1407628051,4.96366666667,5.88666666667,NaN,NaN,NaN,0,0,0
1407628052,NaN,NaN,NaN,0,370.740740741,0,0,0
1407628348,NaN,NaN,NaN,0,369.642857143,0,0,0
1407628351,4.109,5.51433333333,NaN,NaN,NaN,0,0,0
1407628650,NaN,NaN,NaN,0,372.142857143,0,0,0
1407628651,4.64080267559,5.00668896321,NaN,NaN,NaN,0,0,0
1407628951,6.48106312292,8.05980066445,NaN,NaN,NaN,0,0,0
1407628952,NaN,NaN,NaN,0,372.857142857,0,0,0
1407629251,5.54166666667,5.84033333333,NaN,NaN,NaN,0,0,0
1407629253,NaN,NaN,NaN,0,473.571428571,0,0,0
1407629551,7.02433333333,10.2433333333,NaN,NaN,NaN,0,0,0
1407629555,NaN,NaN,NaN,0,517.5,0,0,0
1407629852,4.54053156146,5.20531561462,NaN,NaN,NaN,0,0,0
1407629856,NaN,NaN,NaN,0,483.214285714,0,0,0
1407630152,3.62876254181,4.55953177258,NaN,NaN,NaN,0,0,0
1407630153,NaN,NaN,NaN,0,481.481481481,0,0,0
1407630450,NaN,NaN,NaN,0,373.571428571,0,0,0
1407630451,7.76,6.453,NaN,NaN,NaN,0,0,0
1407630751,5.231,5.733,NaN,NaN,NaN,0,0,0
1407630752,NaN,NaN,NaN,0,263.214285714,0,0,0
1407631051,4.94266666667,5.798,NaN,NaN,NaN,0,0,0
1407631053,NaN,NaN,NaN,0,207.142857143,0,0,0
1407631351,3.87033333333,5.44466666667,NaN,NaN,NaN,0,0,0
1407631355,NaN,NaN,NaN,0,207.857142857,0,0,0
1407631652,4.47441860465,5.32093023256,NaN,NaN,NaN,0,0,0
