Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1409695352,0,602.847,NaN,NaN,NaN,0,0,0
1409695356,NaN,NaN,NaN,10,0,0,0,0
1409695652,0,645.191,NaN,NaN,NaN,0,0,0
1409695657,NaN,NaN,NaN,108.538461538,0,0,0,0
1409695952,0,628.819732441,NaN,NaN,NaN,0,0,0
1409695957,NaN,NaN,NaN,10,0,0,0,0
1409696251,0,581.041666667,NaN,NaN,NaN,0,0,0
1409696253,NaN,NaN,NaN,10,0,0,0,0
1409696552,0,527.206644518,NaN,NaN,NaN,0,0,0
1409696557,NaN,NaN,NaN,10,0,0,0,0
1409696852,0,526.740468227,NaN,10,0,0,0,0
1409697150,NaN,NaN,NaN,10,0,0,0,0
1409697151,0,535.285333333,NaN,NaN,NaN,0,0,0
1409697451,0,526.963,NaN,NaN,NaN,0,0,0
1409697452,NaN,NaN,NaN,10,0,0,0,0
1409697750,0,583.143666667,NaN,NaN,NaN,0,0,0
1409697754,NaN,NaN,NaN,101.5,0,0,0,0
1409698051,0,625.373754153,NaN,10,0,0,0,0
1409698351,0,558.508666667,NaN,NaN,NaN,0,0,0
1409698352,NaN,NaN,NaN,10,0,0,0,0
1409698649,NaN,NaN,NaN,10,0,0,0,0
1409698651,0,543.260333333,NaN,NaN,NaN,0,0,0
1409698948,NaN,NaN,NaN,10,0,0,0,0
1409698951,0,537.679,NaN,NaN,NaN,0,0,0
1409699250,NaN,NaN,NaN,10,0,0,0,0
1409699251,0,584.865,NaN,NaN,NaN,0,0,0
1409699551,0,659.128,NaN,NaN,NaN,0,0,0
1409699554,NaN,NaN,NaN,10,0,0,0,0
1409699851,0,683.918333333,NaN,104.888888889,0,0,0,0
1409700151,0,661.648333333,NaN,101.5,0,0,0,0
1409700452,0,604.60730897,NaN,NaN,NaN,0,0,0
1409700456,NaN,NaN,NaN,0,86.0357142857,0,0,0
