Timestamp[s],Einspeisung[W],Netztbezug[W],Solarleistung[W],Batterieladeleistung[W],Batterieentladung[W],Verbraucher 1[W],Verbraucher 2[W],Verbraucher 3[W]
1410127353,4.15317725753,9.40066889632,NaN,0,562.5,0,0,0
1410127652,8.40401337793,4.20602006689,NaN,NaN,NaN,0,0,0
1410127654,NaN,NaN,NaN,0,517.5,0,0,0
1410127951,6.56212624585,4.03355481728,NaN,NaN,NaN,0,0,0
1410127955,NaN,NaN,NaN,0,519.642857143,0,0,0
1410128251,10.6013333333,3.768,NaN,NaN,NaN,0,0,0
1410128256,NaN,NaN,NaN,0,598.214285714,0,0,0
1410128551,6.81366666667,6.28266666667,NaN,NaN,NaN,0,0,0
1410128552,NaN,NaN,NaN,0,601.111111111,0,0,0
1410128848,NaN,NaN,NaN,0,662.142857143,0,0,0
1410128851,7.41433333333,6.256,NaN,NaN,NaN,0,0,0
1410129149,NaN,NaN,NaN,0,655,0,0,0
1410129151,7.77566666667,6.659,NaN,NaN,NaN,0,0,0
1410129450,NaN,NaN,NaN,0,525.357142857,0,0,0
1410129451,7.152,8.36466666667,NaN,NaN,NaN,0,0,0
1410129751,5.74666666667,5.10333333333,NaN,0,393.214285714,0,0,0
1410130051,6.29966666667,4.20666666667,NaN,0,408.571428571,0,0,0
1410130351,5.40266666667,5.40933333333,NaN,NaN,NaN,0,0,0
1410130352,NaN,NaN,NaN,0,433.571428571,0,0,0
1410130652,6.26312292359,6.89235880399,NaN,NaN,NaN,0,0,0
1410130653,NaN,NaN,NaN,0,417.142857143,0,0,0
1410130952,5.04133333333,5.693,NaN,NaN,NaN,0,0,0
1410130954,NaN,NaN,NaN,0,372.5,0,0,0
1410131252,7.6254180602,4.57090301003,NaN,NaN,NaN,0,0,0
1410131255,NaN,NaN,NaN,0,366.785714286,0,0,0
1410131551,12.4073333333,8.942,NaN,NaN,NaN,0,0,0
1410131556,NaN,NaN,NaN,0,374.285714286,0,0,0
1410131851,5.97333333333,5.883,NaN,NaN,NaN,0,0,0
1410131853,NaN,NaN,NaN,0,373.703703704,0,0,0
1410132148,NaN,NaN,NaN,0,440.714285714,0,0,0
1410132151,10.1303333333,8.122,NaN,NaN,NaN,0,0,0
1410132449,NaN,NaN,NaN,0,477.142857143,0,0,0
1410132451,5.90766666667,4.87633333333,NaN,NaN,NaN,0,0,0
1410132750,NaN,NaN,NaN,0,471.428571429,0,0,0
1410132752,5.93122923588,6.50598006645,NaN,NaN,NaN,0,0,0
1410133052,8.65266666667,5.54333333333,NaN,0,458.571428571,0,0,0
1410133351,6.666,5.12233333333,NaN,NaN,NaN,0,0,0
